x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-4.38334;224.758;0.115697;-0.0215843;0.0669898;-2.208
4.44212;224.758;0.0164864;-0.0156476;0.0691648;-2.2145
13.2676;224.758;-0.0263853;-0.00584837;0.065057;-2.18335
22.093;224.758;-0.0573264;-0.00220794;0.0541904;-2.10236
-39.6852;215.933;-0.0236217;-0.02486;0.0865201;-2.52704
-30.8597;215.933;-0.110706;-0.022933;0.0937676;-2.67636
-22.0342;215.933;-0.217603;-0.0197776;0.0890423;-2.75224
-13.2088;215.933;-0.282745;-0.0100551;0.0855256;-2.87449
-4.38334;215.933;-0.258786;-0.0113246;0.0915828;-3.01184
4.44212;215.933;-0.243161;-0.008694;0.0998549;-3.09954
13.2676;215.933;-0.236875;-0.0011225;0.102318;-3.10428
22.093;215.933;-0.216982;0.00237598;0.0962059;-3.05762
30.9185;215.933;-0.190114;0.00379644;0.0901289;-2.98723
39.7439;215.933;-0.184509;0.00538339;0.0807982;-2.87209
48.5694;215.933;-0.226374;0.0070004;0.0689148;-2.70234
57.3948;215.933;-0.282106;0.00797936;0.0564407;-2.47444
66.2203;215.933;-0.344594;0.0062029;0.054022;-2.21293
75.0458;215.933;-0.390934;0.00310892;0.0509866;-1.92318
-74.987;207.107;0.310109;-0.0503552;0.064726;-2.43681
-66.1615;207.107;0.220077;-0.0419;0.0755823;-2.75832
-57.3361;207.107;0.0527837;-0.034743;0.0899021;-3.02353
-48.5106;207.107;-0.00835472;-0.0339517;0.104047;-3.31743
-39.6852;207.107;-0.0847791;-0.0306386;0.114299;-3.53425
-30.8597;207.107;-0.343077;-0.025179;0.127435;-3.58359
-22.0342;207.107;-0.616261;-0.0185277;0.126538;-3.54014
-13.2088;207.107;-0.691359;-0.00775986;0.11811;-3.62497
-4.38334;207.107;-0.578334;-0.00300188;0.112855;-3.7963
4.44212;207.107;-0.485139;0.00145871;0.122538;-3.95179
13.2676;207.107;-0.40193;0.00762511;0.129538;-4.02821
22.093;207.107;-0.315914;0.0104841;0.127201;-4.04213
30.9185;207.107;-0.244018;0.0129449;0.119134;-4.00222
39.7439;207.107;-0.213265;0.0173127;0.105185;-3.8968
48.5694;207.107;-0.231486;0.0206176;0.0890554;-3.72921
57.3948;207.107;-0.284992;0.0223668;0.0781155;-3.49337
66.2203;207.107;-0.341313;0.0225358;0.0772318;-3.22637
75.0458;207.107;-0.380589;0.0202641;0.0761243;-2.9267
83.8712;207.107;-0.390712;0.0156683;0.0671678;-2.59377
92.6967;207.107;-0.374898;0.0114538;0.0476388;-2.2166
-110.289;198.282;0.583516;-0.0313872;0.0236808;-1.62629
-101.463;198.282;0.489507;-0.0442941;0.0461325;-2.1194
-92.6379;198.282;0.390211;-0.0591617;0.0655214;-2.60706
-83.8124;198.282;0.339983;-0.0660132;0.0759193;-3.06413
-74.987;198.282;0.263229;-0.0594798;0.0838788;-3.4824
-66.1615;198.282;0.117529;-0.0448823;0.0915321;-3.79618
-57.3361;198.282;-0.0883866;-0.0331562;0.108573;-4.04506
-48.5106;198.282;-0.117861;-0.0333515;0.120282;-4.32235
-39.6852;198.282;-0.151734;-0.0302375;0.126926;-4.55605
-30.8597;198.282;-0.371237;-0.0238905;0.140085;-4.62801
-22.0342;198.282;-0.571981;-0.0182932;0.141007;-4.62142
-13.2088;198.282;-0.599976;-0.00883826;0.132436;-4.71313
-4.38334;198.282;-0.463282;-0.00231997;0.123606;-4.87948
4.44212;198.282;-0.364679;0.0029758;0.132204;-5.03543
13.2676;198.282;-0.290782;0.00973681;0.14261;-5.12499
22.093;198.282;-0.237665;0.0158987;0.143393;-5.1358
30.9185;198.282;-0.20546;0.0217097;0.135184;-5.07296
39.7439;198.282;-0.194017;0.0271852;0.120729;-4.94931
48.5694;198.282;-0.199538;0.0302478;0.106586;-4.77973
57.3948;198.282;-0.240019;0.0323601;0.0977429;-4.54678
66.2203;198.282;-0.284398;0.0348559;0.0969101;-4.27637
75.0458;198.282;-0.313877;0.0350451;0.0929912;-3.96408
83.8712;198.282;-0.315215;0.0318553;0.0830829;-3.60995
92.6967;198.282;-0.30735;0.0263522;0.0671681;-3.21901
101.522;198.282;-0.292857;0.0190859;0.053292;-2.80086
110.348;198.282;-0.266497;0.00954842;0.0376728;-2.3565
-101.463;189.456;0.583998;-0.0674643;0.0612154;-3.13634
-92.6379;189.456;0.499634;-0.0792763;0.0764302;-3.64233
