x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-4.24634;224.675;0.375758;0.0410884;0.0732296;-2.20362
4.57912;224.675;0.279688;0.0481436;0.0734371;-2.2069
13.4046;224.675;0.244098;0.055219;0.0712572;-2.18306
22.23;224.675;0.214277;0.0563986;0.0628737;-2.1079
31.0555;224.675;0.169214;0.0556466;0.0581108;-1.99705
-39.5482;215.85;0.228536;0.0286592;0.0940819;-2.52098
-30.7227;215.85;0.132185;0.0307968;0.101107;-2.65994
-21.8972;215.85;0.00690536;0.0362788;0.0933331;-2.7085
-13.0718;215.85;-0.0678567;0.0490037;0.0890381;-2.82897
-4.24634;215.85;-0.0400073;0.0541644;0.0913095;-2.95588
4.57912;215.85;-0.0137488;0.0590563;0.100372;-3.05185
13.4046;215.85;0.00217642;0.063271;0.106413;-3.07542
22.23;215.85;0.0324511;0.062994;0.104494;-3.04469
31.0555;215.85;0.0670344;0.0639929;0.0993757;-2.98109
39.8809;215.85;0.0771415;0.066946;0.0885582;-2.85964
48.7064;215.85;0.0358777;0.0695643;0.0763956;-2.68633
57.5318;215.85;-0.0227074;0.0713171;0.0653148;-2.45905
66.3573;215.85;-0.0863275;0.0698779;0.0640119;-2.19896
75.1828;215.85;-0.127406;0.0663716;0.0620111;-1.9138
-74.85;207.024;0.59461;0.015363;0.0675228;-2.43824
-66.0245;207.024;0.486612;0.02525;0.0760748;-2.74233
-57.1991;207.024;0.307945;0.0307929;0.0886277;-2.99306
-48.3736;207.024;0.233351;0.0292704;0.102251;-3.27976
-39.5482;207.024;0.145739;0.0302791;0.112816;-3.48347
-30.7227;207.024;-0.153578;0.0363022;0.127298;-3.50976
-21.8972;207.024;-0.444783;0.0415831;0.125464;-3.4424
-13.0718;207.024;-0.518978;0.0523332;0.117862;-3.53426
-4.24634;207.024;-0.398179;0.060187;0.112713;-3.7141
4.57912;207.024;-0.29085;0.0666237;0.124104;-3.88611
13.4046;207.024;-0.188586;0.0704901;0.135208;-3.98952
22.23;207.024;-0.0832845;0.0714287;0.136928;-4.0288
