x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-4.24634;224.675;0.375758;0.0368072;0.0702591;-2.09499
4.57912;224.675;0.279688;0.0421751;0.0689652;-2.09169
13.4046;224.675;0.244098;0.0473538;0.0691834;-2.06787
22.23;224.675;0.214277;0.0490816;0.0639317;-1.99769
31.0555;224.675;0.169214;0.0494033;0.059806;-1.89001
-39.5482;215.85;0.228536;0.0233096;0.102038;-2.41619
-30.7227;215.85;0.132185;0.0241453;0.107826;-2.54462
-21.8972;215.85;0.00690536;0.0297898;0.100619;-2.59059
-13.0718;215.85;-0.0678567;0.0427456;0.0928016;-2.69489
-4.24634;215.85;-0.0400073;0.048223;0.0894221;-2.79945
4.57912;215.85;-0.0137488;0.0505535;0.0947884;-2.88149
13.4046;215.85;0.00217642;0.0526079;0.102308;-2.90529
22.23;215.85;0.0324511;0.0531253;0.102134;-2.87696
31.0555;215.85;0.0670344;0.055936;0.0980053;-2.81757
39.8809;215.85;0.0771415;0.0591423;0.0891688;-2.70491
48.7064;215.85;0.0358777;0.0615169;0.0787865;-2.54067
57.5318;215.85;-0.0227074;0.0631094;0.0683377;-2.32304
66.3573;215.85;-0.0863275;0.0626175;0.0673581;-2.07916
75.1828;215.85;-0.127406;0.0601557;0.0662509;-1.81166
-74.85;207.024;0.59461;0.0135298;0.0730942;-2.31064
-66.0245;207.024;0.486612;0.0223486;0.0824533;-2.60612
-57.1991;207.024;0.307945;0.026545;0.0965864;-2.85372
-48.3736;207.024;0.233351;0.0244829;0.112035;-3.13651
-39.5482;207.024;0.145739;0.0246857;0.122808;-3.331
-30.7227;207.024;-0.153578;0.0293118;0.134968;-3.35024
-21.8972;207.024;-0.444783;0.0345589;0.132421;-3.28126
-13.0718;207.024;-0.518978;0.0454306;0.122209;-3.35583
-4.24634;207.024;-0.398179;0.0531789;0.113298;-3.51037
4.57912;207.024;-0.29085;0.0573115;0.121706;-3.66687
13.4046;207.024;-0.188586;0.0599097;0.131906;-3.76344
22.23;207.024;-0.0832845;0.0614437;0.132662;-3.796
31.0555;207.024;0.00173202;0.0649183;0.125993;-3.7674
39.8809;207.024;0.0396905;0.0702208;0.114644;-3.67128
48.7064;207.024;0.0246193;0.0741366;0.10128;-3.5113
57.5318;207.024;-0.0306136;0.0758798;0.0920135;-3.28801
66.3573;207.024;-0.0857333;0.0763818;0.0928313;-3.04226
75.1828;207.024;-0.119264;0.0741758;0.0935133;-2.76991
84.0082;207.024;-0.122125;0.0691205;0.0872125;-2.46532
92.8337;207.024;-0.102492;0.0647752;0.0711477;-2.1131
