x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-4.24634;224.675;0.375758;0.0321498;0.0387231;-1.16594
4.57912;224.675;0.279688;0.0356616;0.0381848;-1.16687
13.4046;224.675;0.244098;0.0401561;0.0365812;-1.14315
22.23;224.675;0.214277;0.0398528;0.0338659;-1.09662
31.0555;224.675;0.169214;0.0372545;0.0351419;-1.03862
-39.5482;215.85;0.228536;0.0200335;0.0589486;-1.34655
-30.7227;215.85;0.132185;0.0217548;0.0642548;-1.42479
-21.8972;215.85;0.00690536;0.0275222;0.0587477;-1.45103
-13.0718;215.85;-0.0678567;0.0356827;0.0486092;-1.50507
-4.24634;215.85;-0.0400073;0.0371074;0.0462756;-1.56506
4.57912;215.85;-0.0137488;0.0398804;0.047579;-1.60003
13.4046;215.85;0.00217642;0.0426909;0.0475726;-1.59756
22.23;215.85;0.0324511;0.0409198;0.0458814;-1.57838
31.0555;215.85;0.0670344;0.0393108;0.0472324;-1.55776
39.8809;215.85;0.0771415;0.0389686;0.0454235;-1.50369
48.7064;215.85;0.0358777;0.0402867;0.0425472;-1.41026
57.5318;215.85;-0.0227074;0.0426981;0.0386314;-1.28071
66.3573;215.85;-0.0863275;0.0435875;0.0412351;-1.14636
75.1828;215.85;-0.127406;0.0425434;0.0440057;-0.999951
-74.85;207.024;0.59461;0.0242592;0.0452156;-1.2751
-66.0245;207.024;0.486612;0.027844;0.0460933;-1.43317
-57.1991;207.024;0.307945;0.0266267;0.0517902;-1.5738
-48.3736;207.024;0.233351;0.020899;0.0594455;-1.74016
-39.5482;207.024;0.145739;0.020077;0.0666406;-1.85306
-30.7227;207.024;-0.153578;0.0238874;0.0774999;-1.86583
-21.8972;207.024;-0.444783;0.029556;0.0774157;-1.83442
-13.0718;207.024;-0.518978;0.0365845;0.0668074;-1.87884
-4.24634;207.024;-0.398179;0.0395982;0.0579172;-1.96018
4.57912;207.024;-0.29085;0.0416192;0.0594278;-2.02968
13.4046;207.024;-0.188586;0.0417268;0.0628876;-2.07479
22.23;207.024;-0.0832845;0.0396907;0.0628162;-2.09829
31.0555;207.024;0.00173202;0.0403742;0.0608775;-2.09505
39.8809;207.024;0.0396905;0.0442629;0.0559242;-2.04677
48.7064;207.024;0.0246193;0.0465766;0.052277;-1.96032
57.5318;207.024;-0.0306136;0.0475556;0.050715;-1.8345
66.3573;207.024;-0.0857333;0.0482769;0.0533359;-1.69775
75.1828;207.024;-0.119264;0.0476092;0.0552671;-1.54452
84.0082;207.024;-0.122125;0.0454632;0.0528093;-1.37154
92.8337;207.024;-0.102492;0.043433;0.0450197;-1.17269
-110.152;198.199;0.893724;0.0246259;0.0320844;-0.853312
-101.326;198.199;0.790244;0.0215973;0.0413386;-1.1214
-92.5009;198.199;0.684541;0.0180873;0.0497481;-1.38695
-83.6754;198.199;0.63034;0.0166751;0.0539304;-1.63572
-74.85;198.199;0.540479;0.0206974;0.0567911;-1.85964
-66.0245;198.199;0.373743;0.0264935;0.0565117;-2.00697
-57.1991;198.199;0.150043;0.0286892;0.062616;-2.12287
-48.3736;198.199;0.108936;0.0237027;0.067126;-2.26483
-39.5482;198.199;0.0654755;0.0225764;0.0708476;-2.37751
-30.7227;198.199;-0.178439;0.0260021;0.0798176;-2.39928
-21.8972;198.199;-0.383967;0.0298176;0.0801898;-2.39337
-13.0718;198.199;-0.404249;0.0355527;0.0698664;-2.44657
-4.24634;198.199;-0.259576;0.0392243;0.058876;-2.52902
4.57912;198.199;-0.149092;0.0401059;0.060763;-2.60524
13.4046;198.199;-0.0598719;0.0381258;0.0677057;-2.66663
22.23;198.199;0.00467943;0.0374722;0.0709844;-2.69127
31.0555;198.199;0.0444207;0.0405344;0.0698597;-2.67062
39.8809;198.199;0.062254;0.0461476;0.0652861;-2.61124
48.7064;198.199;0.0619776;0.0490953;0.0624788;-2.53019
57.5318;198.199;0.0215814;0.0498203;0.0618378;-2.41311
66.3573;198.199;-0.0206234;0.0505552;0.0635386;-2.27432
75.1828;198.199;-0.044663;0.050404;0.0638176;-2.11447
84.0082;198.199;-0.0387745;0.0494866;0.0614451;-1.93417
92.8337;198.199;-0.0265803;0.0480144;0.0558704;-1.73326
101.659;198.199;-0.010551;0.0461534;0.0506327;-1.50321
110.485;198.199;0.0169507;0.0424508;0.0427888;-1.24965
-110.152;189.373;0.930837;0.0208196;0.0361463;-1.35817
-101.326;189.373;0.892086;0.0198357;0.0385508;-1.64825
-92.5009;189.373;0.791371;0.0171937;0.0448761;-1.92295
-83.6754;189.373;0.655952;0.0144157;0.054585;-2.17392
-74.85;189.373;0.473169;0.0167395;0.0624997;-2.38542
-66.0245;189.373;0.255245;0.0236041;0.0684195;-2.54583
-57.1991;189.373;0.0654671;0.0277953;0.0710697;-2.64309
-48.3736;189.373;0.000737889;0.025126;0.0728061;-2.76735
-39.5482;189.373;0.0191545;0.0243951;0.0712928;-2.9154
-30.7227;189.373;-0.0364448;0.0282428;0.0743265;-3.0261
-21.8972;189.373;-0.082711;0.0331986;0.0722596;-3.09971
-13.0718;189.373;-0.0487373;0.0386412;0.0637538;-3.17312
-4.24634;189.373;0.0601943;0.0423123;0.0562415;-3.24457
4.57912;189.373;0.120273;0.0427556;0.0603222;-3.30037
13.4046;189.373;0.149755;0.0400764;0.0688341;-3.32904
22.23;189.373;0.152561;0.0392338;0.0732318;-3.31349
31.0555;189.373;0.146051;0.04219;0.0731432;-3.2631
39.8809;189.373;0.144224;0.0470503;0.0700878;-3.19077
48.7064;189.373;0.148461;0.0495863;0.0685022;-3.10803
57.5318;189.373;0.119586;0.0504585;0.0689495;-2.99234
66.3573;189.373;0.0844441;0.0510482;0.0698369;-2.84853
75.1828;189.373;0.0629578;0.0512987;0.0692631;-2.68462
84.0082;189.373;0.0600902;0.0514991;0.0666823;-2.50327
92.8337;189.373;0.0644549;0.0515602;0.061903;-2.29758
101.659;189.373;0.0664289;0.0497268;0.0578692;-2.0615
110.485;189.373;0.0848117;0.0459469;0.0499078;-1.79277
119.31;189.373;0.124769;0.0416491;0.0382834;-1.51203
128.135;189.373;0.179572;0.0390034;0.0283279;-1.21232
