x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-4.24634;224.675;0.375758;0.0347322;0.0236475;-0.247257
4.57912;224.675;0.279688;0.0345931;0.026747;-0.262819
13.4046;224.675;0.244098;0.0339046;0.027953;-0.262639
22.23;224.675;0.214277;0.0330286;0.0230706;-0.238034
31.0555;224.675;0.169214;0.0342355;0.0201691;-0.217784
-39.5482;215.85;0.228536;0.0328249;0.0276341;-0.311989
-30.7227;215.85;0.132185;0.0326526;0.0312925;-0.340662
-21.8972;215.85;0.00690536;0.031741;0.0318695;-0.354462
-13.0718;215.85;-0.0678567;0.0324013;0.0301332;-0.3717
-4.24634;215.85;-0.0400073;0.0342382;0.0284257;-0.385971
4.57912;215.85;-0.0137488;0.0350897;0.030814;-0.402819
13.4046;215.85;0.00217642;0.0336451;0.0315727;-0.403879
22.23;215.85;0.0324511;0.0319232;0.0261863;-0.380805
31.0555;215.85;0.0670344;0.033463;0.0234612;-0.36592
39.8809;215.85;0.0771415;0.0345052;0.0216856;-0.349595
48.7064;215.85;0.0358777;0.0341092;0.0226565;-0.330059
57.5318;215.85;-0.0227074;0.0334598;0.024247;-0.300742
66.3573;215.85;-0.0863275;0.0342376;0.0239271;-0.26076
75.1828;215.85;-0.127406;0.0339925;0.0202918;-0.208705
-74.85;207.024;0.59461;0.0315318;0.0291289;-0.298278
-66.0245;207.024;0.486612;0.0309119;0.0343372;-0.350579
-57.1991;207.024;0.307945;0.0301094;0.0333128;-0.39185
-48.3736;207.024;0.233351;0.0305052;0.0307707;-0.433225
-39.5482;207.024;0.145739;0.0317718;0.0307572;-0.465491
-30.7227;207.024;-0.153578;0.0321875;0.0355365;-0.483575
-21.8972;207.024;-0.444783;0.0313309;0.0378024;-0.489161
-13.0718;207.024;-0.518978;0.031255;0.035719;-0.500444
-4.24634;207.024;-0.398179;0.0323719;0.0322207;-0.513392
4.57912;207.024;-0.29085;0.0329617;0.0325432;-0.526904
13.4046;207.024;-0.188586;0.0315261;0.0348891;-0.537395
22.23;207.024;-0.0832845;0.0299057;0.0323341;-0.53023
31.0555;207.024;0.00173202;0.0318596;0.0294183;-0.520057
39.8809;207.024;0.0396905;0.034912;0.0253276;-0.499128
48.7064;207.024;0.0246193;0.034977;0.0239013;-0.475006
57.5318;207.024;-0.0306136;0.03412;0.0244323;-0.443491
66.3573;207.024;-0.0857333;0.0353312;0.0247872;-0.405774
75.1828;207.024;-0.119264;0.0349691;0.0218396;-0.352728
84.0082;207.024;-0.122125;0.0341847;0.0204368;-0.299249
92.8337;207.024;-0.102492;0.0340661;0.0217481;-0.25084
-110.152;198.199;0.893724;0.0279917;0.0289682;-0.199631
-101.326;198.199;0.790244;0.0282618;0.0263942;-0.261211
-92.5009;198.199;0.684541;0.0291098;0.0248661;-0.325787
-83.6754;198.199;0.63034;0.0310657;0.0260972;-0.388994
-74.85;198.199;0.540479;0.0319305;0.0315014;-0.456219
-66.0245;198.199;0.373743;0.0310895;0.0373082;-0.509628
-57.1991;198.199;0.150043;0.0293524;0.0376442;-0.553574
-48.3736;198.199;0.108936;0.0298679;0.0342805;-0.58946
-39.5482;198.199;0.0654755;0.0317211;0.0323531;-0.61693
-30.7227;198.199;-0.178439;0.032859;0.0359607;-0.630994
-21.8972;198.199;-0.383967;0.0327735;0.0371351;-0.634981
-13.0718;198.199;-0.404249;0.0327158;0.0341944;-0.643292
-4.24634;198.199;-0.259576;0.0328067;0.030061;-0.654523
4.57912;198.199;-0.149092;0.0324652;0.0299577;-0.667004
13.4046;198.199;-0.0598719;0.0301478;0.0332455;-0.682257
22.23;198.199;0.00467943;0.0288797;0.0342602;-0.686117
31.0555;198.199;0.0444207;0.031128;0.0325877;-0.676173
39.8809;198.199;0.062254;0.0346544;0.0279862;-0.650248
48.7064;198.199;0.0619776;0.0346195;0.0256105;-0.623424
57.5318;198.199;0.0215814;0.0338262;0.0257003;-0.593557
66.3573;198.199;-0.0206234;0.0363304;0.0271421;-0.560869
75.1828;198.199;-0.044663;0.0369825;0.0248884;-0.510199
84.0082;198.199;-0.0387745;0.0354447;0.0222895;-0.451467
92.8337;198.199;-0.0265803;0.034009;0.0222403;-0.393852
101.659;198.199;-0.010551;0.034512;0.0247361;-0.334728
110.485;198.199;0.0169507;0.0335635;0.0240643;-0.26474
-110.152;189.373;0.930837;0.0297818;0.0283972;-0.32548
