% Model:              electrostatically actuated reflector 50-cm.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 25 2025, 21:48
% Dimension:          1
% Nodes:              243
% Expressions:        1
% Description:        Global
% (gap-zset)/gap (1)      Value
0.09999999999999988       9.534293193206587
0.10999999999999997       9.966519481247573
0.11999999999999995       10.378632323806523
0.13000000000000003       10.773570211516896
0.14000000000000004       11.15369763410309
0.15000000000000002       11.520938771774832
0.15999999999999992       11.87687251047002
0.1699999999999999        12.222801822454624
0.18                      12.559805636712676
0.18999999999999997       12.888778435286193
0.19999999999999996       13.210461047611679
0.20999999999999994       13.525465003250401
0.21999999999999995       13.834292083302984
0.23                      14.137350232827409
0.24000000000000002       14.43496667239571
0.25                      14.72739882277336
0.26                      15.01484349902761
0.26999999999999996       15.29744471772814
0.2800000000000001        15.575300379304885
0.29000000000000004       15.848468027768275
0.30000000000000004       16.11696984557856
0.30999999999999994       16.380797008137552
0.3199999999999999        16.639913497144967
0.33                      16.89425945277056
0.33999999999999997       17.143754129710192
0.35                      17.388298510609072
0.36                      17.627777621236223
0.36999999999999994       17.862062584584013
0.38000000000000006       18.09101244529817
0.38999999999999996       18.31447579118633
0.3999999999999999        18.532292194754618
0.4099999999999999        18.744293494592817
0.4199999999999999        18.95030493382496
0.43                      19.15014617065286
0.43999999999999995       19.343632174160494
0.44999999999999996       19.530574016951874
0.45999999999999996       19.710779574813102
0.4699999999999999        19.884054142381107
0.48000000000000004       20.050200972736675
0.49                      20.209021747892862
0.5                       20.360316986303324
0.51                      20.50388639275371
0.52                      20.639529155311422
0.5299999999999999        20.76704419338723
0.5399999999999999        20.886230360400116
0.5499999999999999        20.996886604032515
0.5599999999999999        21.098812086616245
0.5700000000000001        21.191806267803354
0.58                      21.275668951357837
0.59                      21.350200297664554
0.6                       21.415200803407195
0.61                      21.470471249840134
0.6200000000000001        21.515812621199718
0.6299999999999999        21.551025995107935
0.64                      21.575912407365845
0.65                      21.59027269437768
0.66                      21.59390731766843
0.67                      21.58661617665089
0.6799999999999999        21.56819841807859
0.6899999999999998        21.53845225362309
0.7                       21.497174800896357
0.71                      21.444161968184982
0.72                      21.379208409382443
0.73                      21.302107583336593
0.74                      21.21265196134553
0.75                      21.11063343815214
0.76                      20.99584401588816
0.77                      20.868076847489416
0.78                      20.727127746812872
0.79                      20.57279729801599
0.8                       20.40489372824743
0.8099999999999999        20.223236747862362
0.82                      20.027662615474206
0.83                      19.81803075862387
0.84                      19.5942323881253
0.85                      19.356201710599105
0.86                      19.103930619651237
0.8700000000000001        18.837488236308186
0.8799999999999999        18.557047599025694
0.89                      18.262923659412756
0.8999999999999999        17.95563052027083
0.09999999999999988       8.325656617986269
0.10999999999999997       8.776252579748158
0.11999999999999995       9.211052305720992
0.13000000000000003       9.628417900973433
0.14000000000000004       10.030812341422761
0.15000000000000002       10.420216554638763
0.15999999999999992       10.798237448942107
0.1699999999999999        11.1661862100207
0.18                      11.525136366623075
0.18999999999999997       11.87596780103897
0.19999999999999996       12.219400744920263
0.20999999999999994       12.556022485414182
0.21999999999999995       12.886308661131268
0.23                      13.210640471855381
0.24000000000000002       13.529318752348225
0.25                      13.84257560424452
0.26                      14.15058410084663
0.26999999999999996       14.453466452277537
0.2800000000000001        14.751300926553876
0.29000000000000004       15.044127754894452
0.30000000000000004       15.331954199730061
