x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.00885883;-0.00308971;-0.197686
-12.2544;247.506;-0.471976;0.00828061;-0.00332511;-0.229475
-3.79809;247.506;-0.548236;0.00812368;-0.00239273;-0.251225
4.6582;247.506;-0.62037;0.005579;-0.00169631;-0.264086
13.1145;247.506;-0.650736;0.00307786;-0.0020107;-0.269035
21.5708;247.506;-0.628395;0.00337579;-0.00309896;-0.26949
30.0271;247.506;-0.60592;0.00585965;-0.0053387;-0.256558
38.4834;247.506;-0.651893;0.00701033;-0.00383908;-0.24413
46.9397;247.506;-0.732489;0.00690776;-0.00216301;-0.227781
72.3085;247.506;-0.749382;0.00591471;-0.00290207;-0.152473
80.7648;247.506;-0.808256;0.00657224;-0.00141305;-0.121175
89.2211;247.506;-0.754068;0.00698192;-0.0003919;-0.0950948
97.6774;247.506;-0.313663;0.0071403;-0.00115111;-0.0701906
106.134;247.506;0.36894;0.00727791;-0.00399082;-0.034531
-88.361;239.049;8.57933;0.00583088;-0.00206657;-0.0179906
-79.9047;239.049;8.50108;0.00629287;-0.00221113;-0.041705
-62.9921;239.049;2.60738;0.00875094;0.00100987;-0.14064
-54.5358;239.049;-0.17587;0.00976413;0.0029638;-0.192156
-46.0795;239.049;-0.541755;0.0101772;0.0033217;-0.22707
-37.6233;239.049;-0.635314;0.0114998;0.0001911;-0.261508
-29.167;239.049;-0.673576;0.0113508;-0.00232768;-0.299273
-20.7107;239.049;-0.664832;0.00985351;-0.00233719;-0.336638
-12.2544;239.049;-0.632836;0.0101941;-0.00140054;-0.369752
-3.79809;239.049;-0.554336;0.0107078;0.00240882;-0.399333
4.6582;239.049;-0.633956;0.00678286;0.00674201;-0.423553
13.1145;239.049;-0.725931;0.00203992;0.00698182;-0.434867
21.5708;239.049;-0.758646;0.00182146;0.00350323;-0.434676
30.0271;239.049;-0.758194;0.00572251;-0.00172459;-0.414109
38.4834;239.049;-0.758865;0.00737657;-0.00155404;-0.396878
46.9397;239.049;-0.772903;0.00688479;-0.000775202;-0.378562
55.396;239.049;-0.821019;0.00605321;6.48787e-05;-0.361625
63.8522;239.049;-0.891244;0.00526924;-0.000569635;-0.340334
72.3085;239.049;-0.86046;0.00604518;-0.00100879;-0.30291
