x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.00815515;-0.00392517;-0.130404
-12.2544;247.506;-0.471976;0.00984419;-0.0053685;-0.147103
-3.79809;247.506;-0.548236;0.00937161;-0.0017631;-0.171162
4.6582;247.506;-0.62037;0.00606355;-3.48097e-06;-0.186526
13.1145;247.506;-0.650736;0.00298347;-0.000545538;-0.191866
21.5708;247.506;-0.628395;0.00356203;-0.00150655;-0.1918
30.0271;247.506;-0.60592;0.00649546;-0.00343828;-0.178791
38.4834;247.506;-0.651893;0.00777897;-0.00215339;-0.168417
46.9397;247.506;-0.732489;0.0074482;-0.000993917;-0.156944
72.3085;247.506;-0.749382;0.00612033;-0.00451334;-0.102116
80.7648;247.506;-0.808256;0.00734693;-0.00335352;-0.0813963
89.2211;247.506;-0.754068;0.00795342;-0.00141136;-0.0640749
97.6774;247.506;-0.313663;0.00805921;-0.000809598;-0.046609
106.134;247.506;0.36894;0.0082186;-0.00208703;-0.024389
-88.361;239.049;8.57933;0.00682206;-0.00254326;-0.0105904
-79.9047;239.049;8.50108;0.00723996;-0.0025722;-0.0265956
-62.9921;239.049;2.60738;0.00845468;0.000208122;-0.0944233
-54.5358;239.049;-0.17587;0.0089975;0.00240274;-0.130487
-46.0795;239.049;-0.541755;0.00944064;0.0028904;-0.156421
-37.6233;239.049;-0.635314;0.00869156;0.0013851;-0.18282
-29.167;239.049;-0.673576;0.00833055;-0.000694794;-0.208789
-20.7107;239.049;-0.664832;0.00913642;-0.00222015;-0.228728
-12.2544;239.049;-0.632836;0.0111447;-0.00239834;-0.2466
-3.79809;239.049;-0.554336;0.0103544;0.00305819;-0.274153
4.6582;239.049;-0.633956;0.00551452;0.00758622;-0.297732
13.1145;239.049;-0.725931;0.00126891;0.00698192;-0.308229
21.5708;239.049;-0.758646;0.00185858;0.00255686;-0.3062
30.0271;239.049;-0.758194;0.00599775;-0.00177327;-0.28828
38.4834;239.049;-0.758865;0.0076359;-0.00103791;-0.27317
46.9397;239.049;-0.772903;0.00661228;-0.000569902;-0.257672
55.396;239.049;-0.821019;0.00541528;-0.000865552;-0.244907
63.8522;239.049;-0.891244;0.00508195;-0.00160109;-0.230243
72.3085;239.049;-0.86046;0.00678944;-0.00301455;-0.204922
80.7648;239.049;-0.923492;0.00740507;-0.00180552;-0.178082
89.2211;239.049;-0.930498;0.00706277;-0.00082167;-0.148947
97.6774;239.049;-0.840854;0.00689873;-0.00138271;-0.11877
106.134;239.049;-0.59755;0.00772804;-0.00203007;-0.0878381
-113.73;230.593;5.98204;0.0049872;-9.14794e-05;-0.0129567
-105.274;230.593;8.00416;0.00486246;-0.000976692;-0.0227492
-96.8173;230.593;6.54036;0.00514002;-0.0013771;-0.0435206
-88.361;230.593;4.50416;0.00663828;-0.00263737;-0.0700015
-79.9047;230.593;3.92923;0.0078517;-0.00247726;-0.0979794
-71.4484;230.593;2.45957;0.00793194;-0.000309357;-0.146757
-62.9921;230.593;-0.141549;0.00703991;0.00135583;-0.198301
-54.5358;230.593;-0.4683;0.00733452;0.000832111;-0.227479
-46.0795;230.593;-0.69026;0.00729222;0.0015069;-0.257378
-37.6233;230.593;-0.704206;0.00565163;0.00191321;-0.293245
-29.167;230.593;-0.72503;0.00589748;0.00171326;-0.323663
-20.7107;230.593;-0.867521;0.00812843;0.00180087;-0.339528
-12.2544;230.593;-1.05273;0.010684;0.00294777;-0.351971
-3.79809;230.593;-1.11622;0.0101655;0.00857952;-0.37597
4.6582;230.593;-1.08464;0.00706662;0.0133958;-0.399244
13.1145;230.593;-1.01505;0.00361371;0.0116927;-0.409232
21.5708;230.593;-0.947102;0.00285343;0.00558061;-0.407585
30.0271;230.593;-0.877324;0.00517282;0.00110129;-0.397229
38.4834;230.593;-0.813827;0.00645688;0.000938223;-0.384396
46.9397;230.593;-0.781134;0.00569146;-0.000356363;-0.364652
55.396;230.593;-0.781425;0.00503791;-0.001637;-0.346276
63.8522;230.593;-0.817853;0.00542469;-0.00109975;-0.331004
72.3085;230.593;-0.903767;0.00742806;-0.000398466;-0.309893
80.7648;230.593;-0.955569;0.00758842;0.00109763;-0.283573
89.2211;230.593;-0.978723;0.00653171;0.00103135;-0.24938
97.6774;230.593;-0.935818;0.00614263;-0.000494372;-0.20983
106.134;230.593;-0.888504;0.00727689;-0.00193176;-0.169045
114.59;230.593;-0.721154;0.00744384;-0.00164214;-0.129651
-113.73;222.137;1.68528;0.00515167;-0.00119854;-0.0573403
-105.274;222.137;4.23575;0.00453851;-0.00187859;-0.0813325
-96.8173;222.137;2.10191;0.00561933;-0.00170402;-0.12703
-88.361;222.137;0.466827;0.0082286;-0.00377462;-0.167024
-79.9047;222.137;0.239625;0.00854541;-0.00174625;-0.21173
-71.4484;222.137;0.0560671;0.00644597;0.00238011;-0.268366
-62.9921;222.137;-0.445392;0.00348567;0.0047071;-0.320593
-54.5358;222.137;-0.43084;0.0035958;0.0015083;-0.347362
-46.0795;222.137;-0.628638;0.00351509;-4.23135e-05;-0.371999
-37.6233;222.137;-0.673621;0.00198604;0.00146528;-0.410487
-29.167;222.137;-0.740912;0.00269228;0.00339629;-0.44317
-20.7107;222.137;-0.957732;0.00531704;0.00509295;-0.457441
-12.2544;222.137;-1.29406;0.00796043;0.0064489;-0.465085
-3.79809;222.137;-1.35116;0.00833675;0.0103539;-0.481679
4.6582;222.137;-1.2472;0.00820183;0.0135257;-0.49812
13.1145;222.137;-1.11194;0.00619856;0.0116357;-0.505084
21.5708;222.137;-0.996373;0.004048;0.00692634;-0.50713
30.0271;222.137;-0.877105;0.00399993;0.00470985;-0.508295
38.4834;222.137;-0.804448;0.00528816;0.00456104;-0.499918
46.9397;222.137;-0.765915;0.00599081;0.00247365;-0.477175
55.396;222.137;-0.764072;0.00580075;-0.000147266;-0.452222
63.8522;222.137;-0.796537;0.00622293;0.00047318;-0.435254
72.3085;222.137;-0.852908;0.00809974;0.00161059;-0.414882
80.7648;222.137;-0.893551;0.0083908;0.00269758;-0.388406
89.2211;222.137;-0.90816;0.00715073;0.00169866;-0.352682
97.6774;222.137;-0.91062;0.00624536;-0.000366487;-0.311834
106.134;222.137;-0.943081;0.00742928;-0.00149927;-0.268666
114.59;222.137;-0.828419;0.00711291;-0.00134423;-0.22272
-130.642;213.681;0.103519;0.00544793;0.000519196;-0.045243
-122.186;213.681;-0.0004306;0.00570409;-0.000710688;-0.0794124
-113.73;213.681;-0.0264453;0.00601769;-0.00408027;-0.118786
-105.274;213.681;-0.573801;0.00691555;-0.0035392;-0.175408
-96.8173;213.681;-0.451659;0.00800562;-0.00313957;-0.230359
-88.361;213.681;-0.315404;0.00981369;-0.00464165;-0.274497
-79.9047;213.681;-0.354355;0.00874304;-0.00160766;-0.324483
-71.4484;213.681;-0.366745;0.00485391;0.00293877;-0.384692
-62.9921;213.681;-0.321445;0.000865095;0.00616034;-0.440248
-54.5358;213.681;-0.527912;0.000808931;0.00428035;-0.471716
-46.0795;213.681;-0.750862;0.00140358;0.00364714;-0.490988
-37.6233;213.681;-0.777242;0.000642053;0.00438592;-0.524133
-29.167;213.681;-0.780044;0.00165021;0.00477073;-0.556174
-20.7107;213.681;-0.87457;0.00330347;0.00452124;-0.574033
-12.2544;213.681;-1.03053;0.00428876;0.00505209;-0.585804
-3.79809;213.681;-1.00824;0.00482863;0.00705492;-0.598151
4.6582;213.681;-0.905457;0.00645672;0.00808964;-0.607522
13.1145;213.681;-0.807849;0.0058317;0.00665464;-0.612478
21.5708;213.681;-0.74352;0.00360018;0.00395271;-0.616372
30.0271;213.681;-0.702553;0.00301171;0.00429127;-0.620489
38.4834;213.681;-0.694706;0.00500636;0.00581429;-0.613011
46.9397;213.681;-0.695935;0.00732187;0.00496842;-0.59112
55.396;213.681;-0.702697;0.00769615;0.00214464;-0.56586
63.8522;213.681;-0.719056;0.00644454;0.000324551;-0.54347
72.3085;213.681;-0.756983;0.00775914;0.000201012;-0.519371
80.7648;213.681;-0.787601;0.00882238;0.000474737;-0.488986
89.2211;213.681;-0.799132;0.00785969;8.21389e-05;-0.45314
97.6774;213.681;-0.796467;0.00618019;-0.000706112;-0.414492
106.134;213.681;-0.79851;0.00670392;-0.00118178;-0.372055
114.59;213.681;-0.777932;0.00673365;-0.00147762;-0.322725
123.046;213.681;-0.725146;0.00613391;-0.00291362;-0.268628
131.503;213.681;-0.651431;0.0052924;-0.00358188;-0.211203
139.959;213.681;-0.58896;0.00509121;-0.00496835;-0.151387
148.415;213.681;-0.235351;0.00555081;-0.00609797;-0.098513
-139.099;205.224;0.155762;0.00547208;-0.000530657;-0.0587075
-130.642;205.224;0.122337;0.00519136;-0.0022769;-0.0967809
-122.186;205.224;0.0617561;0.00615205;-0.0044186;-0.144508
-113.73;205.224;0.00762707;0.00703999;-0.00676551;-0.193168
-105.274;205.224;-0.00181897;0.00760866;-0.00549897;-0.25604
-96.8173;205.224;-0.00805946;0.00858373;-0.00368124;-0.323358
-88.361;205.224;-0.0179732;0.0103923;-0.00370841;-0.377945
-79.9047;205.224;-0.0945349;0.00906792;-0.000330176;-0.430223
-71.4484;205.224;-0.239692;0.00463459;0.00238744;-0.488148
-62.9921;205.224;-0.413073;0.000137228;0.00453314;-0.546991
-54.5358;205.224;-0.569972;-0.000829673;0.00590772;-0.590816
-46.0795;205.224;-0.748727;0.000649407;0.00911661;-0.618217
-37.6233;205.224;-0.777994;0.000970918;0.00954471;-0.642299
-29.167;205.224;-0.753618;0.00238044;0.00755988;-0.669447
-20.7107;205.224;-0.737252;0.00344641;0.00554091;-0.691085
-12.2544;205.224;-0.732218;0.00395915;0.00508491;-0.706512
-3.79809;205.224;-0.667139;0.00503691;0.00506316;-0.71406
4.6582;205.224;-0.599146;0.00680316;0.00397875;-0.716549
13.1145;205.224;-0.564088;0.00602716;0.00140981;-0.71519
21.5708;205.224;-0.558798;0.0044652;-0.000172855;-0.715384
30.0271;205.224;-0.561439;0.00471469;0.00079723;-0.716469
38.4834;205.224;-0.577612;0.00697792;0.00378035;-0.71085
46.9397;205.224;-0.579913;0.00894986;0.00491451;-0.695229
55.396;205.224;-0.581612;0.00783011;0.0023573;-0.67583
63.8522;205.224;-0.597246;0.00404157;-0.0017398;-0.652319
72.3085;205.224;-0.634757;0.00450145;-0.00323623;-0.623849
80.7648;205.224;-0.668837;0.00705454;-0.00349623;-0.588044
89.2211;205.224;-0.683611;0.00749534;-0.00294966;-0.551429
97.6774;205.224;-0.683838;0.00594619;-0.00235446;-0.514103
106.134;205.224;-0.68763;0.00621698;-0.00138864;-0.474562
114.59;205.224;-0.687434;0.00668469;-0.00143749;-0.425217
123.046;205.224;-0.678821;0.00614437;-0.00267774;-0.368466
131.503;205.224;-0.646751;0.00508663;-0.00480274;-0.305075
139.959;205.224;-0.568672;0.00465935;-0.00803737;-0.234539
