x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0129201;0.000932534;-0.600123
-12.2544;247.506;-0.471976;0.0114525;0.000652053;-0.67412
-3.79809;247.506;-0.548236;0.00381923;0.00511176;-0.724972
4.6582;247.506;-0.62037;-0.00101905;0.00751058;-0.7553
13.1145;247.506;-0.650736;0.000809902;0.0060668;-0.778062
21.5708;247.506;-0.628395;0.00599873;0.000891964;-0.779095
30.0271;247.506;-0.60592;0.0101225;-0.00297163;-0.743139
38.4834;247.506;-0.651893;0.0111219;-0.00270279;-0.685521
46.9397;247.506;-0.732489;0.0102316;-0.00342339;-0.619342
72.3085;247.506;-0.749382;0.00881127;-0.00257223;-0.408627
80.7648;247.506;-0.808256;0.00912316;-0.0008921;-0.324649
89.2211;247.506;-0.754068;0.00916431;-0.000171481;-0.250696
97.6774;247.506;-0.313663;0.00908158;-0.00192794;-0.181613
106.134;247.506;0.36894;0.00878644;-0.00402972;-0.100085
-88.361;239.049;8.57933;0.00339771;-0.00201449;-0.0684583
-79.9047;239.049;8.50108;0.00502065;-0.00366678;-0.131218
-62.9921;239.049;2.60738;0.0113082;0.00183178;-0.408312
-54.5358;239.049;-0.17587;0.00947498;0.00997197;-0.563964
-46.0795;239.049;-0.541755;0.00845436;0.0143905;-0.660758
-37.6233;239.049;-0.635314;0.00625099;0.0138334;-0.771243
-29.167;239.049;-0.673576;0.00580133;0.0135114;-0.882586
-20.7107;239.049;-0.664832;0.00785625;0.0132865;-0.969675
-12.2544;239.049;-0.632836;0.0121571;0.00693873;-1.03611
-3.79809;239.049;-0.554336;0.00864316;0.00556691;-1.09072
4.6582;239.049;-0.633956;0.00496305;0.0104618;-1.12913
13.1145;239.049;-0.725931;0.00385026;0.0136952;-1.14977
21.5708;239.049;-0.758646;0.00656777;0.0115577;-1.1503
30.0271;239.049;-0.758194;0.0103308;0.00894595;-1.12038
38.4834;239.049;-0.758865;0.0116865;0.00885133;-1.07709
46.9397;239.049;-0.772903;0.0113822;0.00658699;-1.02461
55.396;239.049;-0.821019;0.0100283;0.00618174;-0.965862
63.8522;239.049;-0.891244;0.00990158;0.00643402;-0.900943
72.3085;239.049;-0.86046;0.0109917;0.00357209;-0.798882
80.7648;239.049;-0.923492;0.0112459;0.00365731;-0.690013
89.2211;239.049;-0.930498;0.0106773;0.00396457;-0.582056
97.6774;239.049;-0.840854;0.00910989;0.0019929;-0.474358
106.134;239.049;-0.59755;0.00673513;-0.000444528;-0.352714
-113.73;230.593;5.98204;0.0108996;-0.0040392;-0.0516852
-105.274;230.593;8.00416;0.0103725;-0.00428112;-0.0971326
-96.8173;230.593;6.54036;0.00791632;-0.00273198;-0.19088
-88.361;230.593;4.50416;0.00224479;0.00022776;-0.323358
-79.9047;230.593;3.92923;0.001522;0.000996373;-0.436785
-71.4484;230.593;2.45957;0.00482146;0.00404495;-0.61066
-62.9921;230.593;-0.141549;0.00731675;0.00639339;-0.810521
-54.5358;230.593;-0.4683;0.00749414;0.00811625;-0.945123
-46.0795;230.593;-0.69026;0.00597952;0.0149321;-1.05252
-37.6233;230.593;-0.704206;0.00237395;0.0196237;-1.179
-29.167;230.593;-0.72503;0.00221735;0.0230933;-1.28275
-20.7107;230.593;-0.867521;0.00383203;0.0275201;-1.32371
-12.2544;230.593;-1.05273;0.00680377;0.0267459;-1.3327
-3.79809;230.593;-1.11622;0.00688752;0.0247053;-1.36502
4.6582;230.593;-1.08464;0.00645582;0.0257916;-1.41847
13.1145;230.593;-1.01505;0.00601908;0.0250533;-1.46086
21.5708;230.593;-0.947102;0.00709629;0.0207906;-1.48059
30.0271;230.593;-0.877324;0.00926492;0.0175547;-1.47851
38.4834;230.593;-0.813827;0.0106796;0.0172461;-1.46159
46.9397;230.593;-0.781134;0.0115501;0.0153016;-1.42826
55.396;230.593;-0.781425;0.012105;0.0147107;-1.37789
63.8522;230.593;-0.817853;0.0127146;0.0150744;-1.30905
72.3085;230.593;-0.903767;0.0144671;0.0149204;-1.21164
80.7648;230.593;-0.955569;0.015346;0.0156251;-1.10133
89.2211;230.593;-0.978723;0.0146042;0.014358;-0.978317
97.6774;230.593;-0.935818;0.0122562;0.00988712;-0.839299
106.134;230.593;-0.888504;0.00979143;0.00422707;-0.684413
114.59;230.593;-0.721154;0.0102306;0.00317791;-0.532293
-113.73;222.137;1.68528;0.0161591;-0.00930101;-0.243779
-105.274;222.137;4.23575;0.0135339;-0.00911026;-0.345641
-96.8173;222.137;2.10191;0.00602717;-0.000422429;-0.543881
-88.361;222.137;0.466827;-0.00167557;0.0083696;-0.743219
-79.9047;222.137;0.239625;-0.0039066;0.0123239;-0.911606
-71.4484;222.137;0.0560671;-0.00203563;0.0128512;-1.09011
-62.9921;222.137;-0.445392;-0.00116755;0.0114469;-1.26246
-54.5358;222.137;-0.43084;0.000474745;0.0105938;-1.37815
-46.0795;222.137;-0.628638;0.000656708;0.015581;-1.4692
-37.6233;222.137;-0.673621;-0.000742809;0.0217856;-1.58873
-29.167;222.137;-0.740912;0.000977808;0.0272044;-1.67887
-20.7107;222.137;-0.957732;0.00326945;0.0348183;-1.69442
-12.2544;222.137;-1.29406;0.00667389;0.0383363;-1.67735
-3.79809;222.137;-1.35116;0.00613462;0.0374251;-1.70687
4.6582;222.137;-1.2472;0.00723771;0.0341027;-1.77021
13.1145;222.137;-1.11194;0.00745373;0.0310497;-1.82223
21.5708;222.137;-0.996373;0.00714511;0.0270831;-1.85428
30.0271;222.137;-0.877105;0.0077421;0.0251799;-1.87495
38.4834;222.137;-0.804448;0.0104515;0.025212;-1.86881
46.9397;222.137;-0.765915;0.0127794;0.0238498;-1.83717
55.396;222.137;-0.764072;0.0138424;0.0215542;-1.78559
63.8522;222.137;-0.796537;0.0141347;0.0210214;-1.71634
72.3085;222.137;-0.852908;0.0163348;0.0214873;-1.62305
80.7648;222.137;-0.893551;0.018095;0.0224399;-1.51645
89.2211;222.137;-0.90816;0.0180899;0.0210278;-1.39332
97.6774;222.137;-0.91062;0.0159305;0.016785;-1.2508
106.134;222.137;-0.943081;0.0131574;0.0113074;-1.08463
114.59;222.137;-0.828419;0.0119974;0.00919529;-0.917294
-130.642;213.681;0.103519;0.0108653;-0.00383327;-0.188695
-122.186;213.681;-0.0004306;0.0162635;-0.00882091;-0.336276
-113.73;213.681;-0.0264453;0.0166607;-0.0139307;-0.51453
-105.274;213.681;-0.573801;0.0079838;-0.00371658;-0.748334
-96.8173;213.681;-0.451659;-0.00223749;0.007452;-0.975741
-88.361;213.681;-0.315404;-0.00579706;0.0128967;-1.1769
-79.9047;213.681;-0.354355;-0.00592808;0.0142633;-1.3588
-71.4484;213.681;-0.366745;-0.00508465;0.0143787;-1.54088
-62.9921;213.681;-0.321445;-0.00523535;0.0163913;-1.69751
-54.5358;213.681;-0.527912;-0.00279621;0.0198572;-1.79902
-46.0795;213.681;-0.750862;-0.000607899;0.0253505;-1.8626
-37.6233;213.681;-0.777242;-0.000966646;0.0290677;-1.9705
-29.167;213.681;-0.780044;0.000605899;0.0303528;-2.07168
-20.7107;213.681;-0.87457;0.00285039;0.0328378;-2.12635
-12.2544;213.681;-1.03053;0.0052355;0.0339521;-2.15468
-3.79809;213.681;-1.00824;0.00537086;0.0312244;-2.2011
4.6582;213.681;-0.905457;0.00762329;0.0255304;-2.25841
13.1145;213.681;-0.807849;0.00830932;0.0236441;-2.30225
21.5708;213.681;-0.74352;0.00769969;0.0226068;-2.3285
30.0271;213.681;-0.702553;0.00773939;0.024426;-2.33402
38.4834;213.681;-0.694706;0.0110129;0.0272594;-2.30722
46.9397;213.681;-0.695935;0.0145405;0.0287049;-2.26353
55.396;213.681;-0.702697;0.0157419;0.0259687;-2.20335
63.8522;213.681;-0.719056;0.0144922;0.0210447;-2.12364
72.3085;213.681;-0.756983;0.0166786;0.0201814;-2.0279
80.7648;213.681;-0.787601;0.0194225;0.0217106;-1.92233
89.2211;213.681;-0.799132;0.0194246;0.0222402;-1.80507
97.6774;213.681;-0.796467;0.0166807;0.0201326;-1.66916
106.134;213.681;-0.79851;0.0147824;0.0160283;-1.50478
114.59;213.681;-0.777932;0.0140142;0.013171;-1.32592
123.046;213.681;-0.725146;0.0122798;0.00780668;-1.13108
131.503;213.681;-0.651431;0.00819603;0.000301436;-0.922028
139.959;213.681;-0.58896;0.00473522;-0.00853097;-0.712307
148.415;213.681;-0.235351;0.00361401;-0.0113784;-0.510545
-139.099;205.224;0.155762;0.0112188;-0.00250033;-0.249969
-130.642;205.224;0.122337;0.0115725;-0.00832781;-0.407718
-122.186;205.224;0.0617561;0.0128589;-0.0120232;-0.614503
-113.73;205.224;0.00762707;0.0097624;-0.0110976;-0.83247
-105.274;205.224;-0.00181897;-0.000627164;-0.000261324;-1.0821
-96.8173;205.224;-0.00805946;-0.0083702;0.00914592;-1.33319
-88.361;205.224;-0.0179732;-0.00695905;0.0106868;-1.55126
-79.9047;205.224;-0.0945349;-0.00604288;0.0141641;-1.74361
-71.4484;205.224;-0.239692;-0.00821145;0.0187497;-1.92291
-62.9921;205.224;-0.413073;-0.00997493;0.0247324;-2.08181
-54.5358;205.224;-0.569972;-0.00582816;0.0281035;-2.19333
-46.0795;205.224;-0.748727;0.000382035;0.0330123;-2.26903
-37.6233;205.224;-0.777994;-0.000582242;0.0333899;-2.35849
-29.167;205.224;-0.753618;0.000669629;0.0299634;-2.47198
-20.7107;205.224;-0.737252;0.00264459;0.0267658;-2.57111
-12.2544;205.224;-0.732218;0.00474512;0.0244417;-2.64577
-3.79809;205.224;-0.667139;0.00608555;0.0216609;-2.70539
4.6582;205.224;-0.599146;0.00874543;0.0179868;-2.74941
13.1145;205.224;-0.564088;0.00957374;0.0179585;-2.77261
21.5708;205.224;-0.558798;0.00925342;0.0199128;-2.7765
30.0271;205.224;-0.561439;0.0101383;0.0224428;-2.76254
38.4834;205.224;-0.577612;0.0134415;0.0261561;-2.72807
46.9397;205.224;-0.579913;0.016173;0.0289936;-2.68597
55.396;205.224;-0.581612;0.0167596;0.025421;-2.624
63.8522;205.224;-0.597246;0.0143665;0.0172344;-2.53179
72.3085;205.224;-0.634757;0.0157894;0.0153831;-2.42849
80.7648;205.224;-0.668837;0.019063;0.0188785;-2.32419
89.2211;205.224;-0.683611;0.01992;0.0220189;-2.21158
97.6774;205.224;-0.683838;0.017641;0.0215996;-2.07765
106.134;205.224;-0.68763;0.0164696;0.0190012;-1.9143
114.59;205.224;-0.687434;0.0161668;0.0171225;-1.73026
