x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0206582;0.0184227;-1.54469
-12.2544;247.506;-0.471976;0.0206456;0.0307807;-1.74033
-3.79809;247.506;-0.548236;0.0150003;0.0444982;-1.84184
4.6582;247.506;-0.62037;0.00929658;0.0490446;-1.88125
13.1145;247.506;-0.650736;0.0131072;0.0453453;-1.91715
21.5708;247.506;-0.628395;0.0215304;0.037798;-1.93211
30.0271;247.506;-0.60592;0.0252513;0.0287378;-1.87447
38.4834;247.506;-0.651893;0.0262244;0.0215624;-1.7562
46.9397;247.506;-0.732489;0.0268507;0.0182821;-1.61469
72.3085;247.506;-0.749382;0.0251651;0.008466;-1.05077
80.7648;247.506;-0.808256;0.0212354;0.00632223;-0.831728
89.2211;247.506;-0.754068;0.0163016;0.00563537;-0.645967
97.6774;247.506;-0.313663;0.0123391;0.00153145;-0.479563
106.134;247.506;0.36894;0.010315;-0.00534545;-0.275221
-88.361;239.049;8.57933;-0.00296247;0.00920084;-0.200953
-79.9047;239.049;8.50108;-0.00637005;0.00883621;-0.383084
-62.9921;239.049;2.60738;0.00253787;0.00877641;-1.0734
-54.5358;239.049;-0.17587;0.00939564;0.0220561;-1.43363
-46.0795;239.049;-0.541755;0.0136073;0.0316289;-1.66133
-37.6233;239.049;-0.635314;0.0123877;0.0419334;-1.93896
-29.167;239.049;-0.673576;0.00994055;0.0534184;-2.21168
-20.7107;239.049;-0.664832;0.0111474;0.0620898;-2.43571
-12.2544;239.049;-0.632836;0.0190131;0.0612554;-2.62937
-3.79809;239.049;-0.554336;0.0176543;0.0634698;-2.77022
4.6582;239.049;-0.633956;0.0196548;0.0706867;-2.83038
13.1145;239.049;-0.725931;0.0230101;0.0769432;-2.84696
21.5708;239.049;-0.758646;0.0291755;0.0767378;-2.84382
30.0271;239.049;-0.758194;0.0324501;0.0709821;-2.78775
38.4834;239.049;-0.758865;0.033188;0.0660491;-2.69999
46.9397;239.049;-0.772903;0.0353356;0.0610288;-2.58881
55.396;239.049;-0.821019;0.0355107;0.0541932;-2.43952
63.8522;239.049;-0.891244;0.0358051;0.041538;-2.2511
72.3085;239.049;-0.86046;0.0365646;0.0246553;-1.99167
80.7648;239.049;-0.923492;0.0337797;0.0200479;-1.72052
89.2211;239.049;-0.930498;0.0284992;0.018832;-1.45635
97.6774;239.049;-0.840854;0.0220199;0.012436;-1.19966
106.134;239.049;-0.59755;0.0151651;0.00399726;-0.915282
-113.73;230.593;5.98204;0.00944551;-0.00161348;-0.17517
-105.274;230.593;8.00416;0.00490982;0.00302828;-0.296069
-96.8173;230.593;6.54036;-0.00423994;0.0135916;-0.537523
-88.361;230.593;4.50416;-0.0128214;0.0232458;-0.881665
-79.9047;230.593;3.92923;-0.0158329;0.0230194;-1.1806
-71.4484;230.593;2.45957;-0.014094;0.0242841;-1.60219
-62.9921;230.593;-0.141549;-0.00665172;0.0353585;-2.09813
-54.5358;230.593;-0.4683;0.00319648;0.0461083;-2.41611
-46.0795;230.593;-0.69026;0.00841332;0.0618173;-2.64032
-37.6233;230.593;-0.704206;0.00672198;0.075311;-2.92753
-29.167;230.593;-0.72503;0.00814761;0.0880923;-3.17704
-20.7107;230.593;-0.867521;0.00635591;0.100712;-3.26984
-12.2544;230.593;-1.05273;0.009459;0.104003;-3.28548
-3.79809;230.593;-1.11622;0.0165827;0.0984911;-3.34495
4.6582;230.593;-1.08464;0.0243767;0.100466;-3.48119
13.1145;230.593;-1.01505;0.0300142;0.107197;-3.61218
21.5708;230.593;-0.947102;0.0346105;0.110948;-3.69027
30.0271;230.593;-0.877324;0.0371897;0.109387;-3.69985
38.4834;230.593;-0.813827;0.0389364;0.105586;-3.66183
46.9397;230.593;-0.781134;0.0432667;0.0967749;-3.57745
55.396;230.593;-0.781425;0.0466642;0.0833146;-3.43251
63.8522;230.593;-0.817853;0.0487958;0.0665212;-3.22922
72.3085;230.593;-0.903767;0.0516044;0.0555252;-2.97435
80.7648;230.593;-0.955569;0.0514491;0.0542183;-2.69624
89.2211;230.593;-0.978723;0.0474006;0.0504867;-2.39808
97.6774;230.593;-0.935818;0.0400023;0.0376286;-2.07298
106.134;230.593;-0.888504;0.0320583;0.0198904;-1.71827
114.59;230.593;-0.721154;0.0289333;0.0122847;-1.34234
-113.73;222.137;1.68528;0.0129893;-0.00684597;-0.707247
-105.274;222.137;4.23575;0.000648441;-0.000393967;-0.959583
-96.8173;222.137;2.10191;-0.0115624;0.0184546;-1.42098
-88.361;222.137;0.466827;-0.0187096;0.0340183;-1.89489
-79.9047;222.137;0.239625;-0.0243452;0.0425433;-2.30182
-71.4484;222.137;0.0560671;-0.0272424;0.0491496;-2.7277
-62.9921;222.137;-0.445392;-0.0238932;0.0599749;-3.16535
-54.5358;222.137;-0.43084;-0.0110904;0.0680421;-3.46832
-46.0795;222.137;-0.628638;-0.0022494;0.0852268;-3.68034
-37.6233;222.137;-0.673621;8.62317e-05;0.0982584;-3.94709
-29.167;222.137;-0.740912;0.0072746;0.110972;-4.16681
-20.7107;222.137;-0.957732;0.00836976;0.126533;-4.19033
-12.2544;222.137;-1.29406;0.0148479;0.134058;-4.11913
-3.79809;222.137;-1.35116;0.0195901;0.129032;-4.16895
4.6582;222.137;-1.2472;0.0278734;0.124109;-4.34937
13.1145;222.137;-1.11194;0.0338057;0.128536;-4.52075
21.5708;222.137;-0.996373;0.0391565;0.135636;-4.63863
30.0271;222.137;-0.877105;0.0421661;0.13901;-4.69668
38.4834;222.137;-0.804448;0.0468749;0.134381;-4.674
46.9397;222.137;-0.765915;0.0526957;0.122086;-4.58414
55.396;222.137;-0.764072;0.057982;0.105619;-4.43529
63.8522;222.137;-0.796537;0.060592;0.0908336;-4.22977
72.3085;222.137;-0.852908;0.064959;0.0835267;-3.97817
80.7648;222.137;-0.893551;0.066489;0.081912;-3.69936
89.2211;222.137;-0.90816;0.0641483;0.0763045;-3.38816
97.6774;222.137;-0.91062;0.057914;0.0629286;-3.04342
106.134;222.137;-0.943081;0.0492749;0.0441101;-2.6649
114.59;222.137;-0.828419;0.0412896;0.0319098;-2.26546
-130.642;213.681;0.103519;0.0247225;-0.0210403;-0.516359
-122.186;213.681;-0.0004306;0.0239009;-0.0213424;-0.932313
-113.73;213.681;-0.0264453;0.00568055;-0.0137416;-1.42017
-105.274;213.681;-0.573801;-0.00669578;0.00432221;-1.94338
-96.8173;213.681;-0.451659;-0.0221253;0.025985;-2.45086
-88.361;213.681;-0.315404;-0.0306068;0.0426189;-2.93175
-79.9047;213.681;-0.354355;-0.0377434;0.0547598;-3.37087
-71.4484;213.681;-0.366745;-0.0404395;0.0650633;-3.79212
-62.9921;213.681;-0.321445;-0.0326513;0.0781158;-4.1708
-54.5358;213.681;-0.527912;-0.0119584;0.0868288;-4.439
-46.0795;213.681;-0.750862;-0.000125658;0.105748;-4.63172
-37.6233;213.681;-0.777242;0.000982175;0.11747;-4.89579
-29.167;213.681;-0.780044;0.00660784;0.125069;-5.15248
-20.7107;213.681;-0.87457;0.0108162;0.132918;-5.28284
-12.2544;213.681;-1.03053;0.0164544;0.137579;-5.334
-3.79809;213.681;-1.00824;0.0202499;0.131899;-5.43609
4.6582;213.681;-0.905457;0.0300459;0.1242;-5.60591
13.1145;213.681;-0.807849;0.0372446;0.129437;-5.7383
21.5708;213.681;-0.74352;0.0434094;0.139165;-5.81256
30.0271;213.681;-0.702553;0.0484001;0.147539;-5.81999
38.4834;213.681;-0.694706;0.054915;0.146265;-5.7532
46.9397;213.681;-0.695935;0.0619289;0.134955;-5.63189
55.396;213.681;-0.702697;0.0672339;0.119709;-5.46763
63.8522;213.681;-0.719056;0.0685163;0.106774;-5.25571
72.3085;213.681;-0.756983;0.0736836;0.0983982;-5.00107
80.7648;213.681;-0.787601;0.0772978;0.0932377;-4.71169
89.2211;213.681;-0.799132;0.0752454;0.0864967;-4.38954
97.6774;213.681;-0.796467;0.0683346;0.0758735;-4.03615
106.134;213.681;-0.79851;0.0613791;0.0617585;-3.64987
114.59;213.681;-0.777932;0.0539614;0.0466821;-3.22173
123.046;213.681;-0.725146;0.0453127;0.0302049;-2.76901
131.503;213.681;-0.651431;0.0333345;0.0124954;-2.30701
139.959;213.681;-0.58896;0.0226707;-0.00324022;-1.87313
148.415;213.681;-0.235351;0.0173456;-0.0178365;-1.35205
-139.099;205.224;0.155762;0.0225492;-0.0254843;-0.651008
-130.642;205.224;0.122337;0.015629;-0.0314623;-1.09432
-122.186;205.224;0.0617561;-0.000188517;-0.0187755;-1.66287
-113.73;205.224;0.00762707;-0.0166639;-0.00569106;-2.2135
-105.274;205.224;-0.00181897;-0.0286659;0.0112633;-2.76701
-96.8173;205.224;-0.00805946;-0.0427062;0.0362514;-3.34749
-88.361;205.224;-0.0179732;-0.0479538;0.0540361;-3.88813
-79.9047;205.224;-0.0945349;-0.0532816;0.0712999;-4.33496
-71.4484;205.224;-0.239692;-0.0545878;0.0899506;-4.72679
-62.9921;205.224;-0.413073;-0.0427885;0.107118;-5.09169
-54.5358;205.224;-0.569972;-0.0180676;0.109474;-5.38222
-46.0795;205.224;-0.748727;-0.00261691;0.120768;-5.61669
-37.6233;205.224;-0.777994;-0.00493527;0.128515;-5.86036
-29.167;205.224;-0.753618;0.00169716;0.130126;-6.1533
-20.7107;205.224;-0.737252;0.00991504;0.130309;-6.39233
-12.2544;205.224;-0.732218;0.017091;0.131659;-6.56432
-3.79809;205.224;-0.667139;0.0224176;0.129419;-6.71032
4.6582;205.224;-0.599146;0.0323622;0.126328;-6.84507
