x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0124601;0.00162169;-0.784406
-12.2544;247.506;-0.471976;0.0119519;0.00162383;-0.878877
-3.79809;247.506;-0.548236;0.00704776;0.00450972;-0.934046
4.6582;247.506;-0.62037;0.00120721;0.00604397;-0.961867
13.1145;247.506;-0.650736;0.00100797;0.00631939;-0.985916
21.5708;247.506;-0.628395;0.00532534;0.00460989;-0.993951
30.0271;247.506;-0.60592;0.00996215;0.000450856;-0.953634
38.4834;247.506;-0.651893;0.0119153;-0.00112324;-0.884519
46.9397;247.506;-0.732489;0.0114724;-0.000277088;-0.8089
72.3085;247.506;-0.749382;0.00871583;0.0023853;-0.539745
80.7648;247.506;-0.808256;0.00786968;0.00424806;-0.429944
89.2211;247.506;-0.754068;0.00732459;0.0050605;-0.334005
97.6774;247.506;-0.313663;0.00716083;0.00187922;-0.2427
106.134;247.506;0.36894;0.00712744;-0.00281582;-0.134859
-88.361;239.049;8.57933;0.000903256;0.00012822;-0.0948317
-79.9047;239.049;8.50108;0.00226999;-3.6154e-05;-0.181339
-62.9921;239.049;2.60738;0.00668212;0.00755681;-0.540403
-54.5358;239.049;-0.17587;0.00299832;0.0188768;-0.740669
-46.0795;239.049;-0.541755;0.00246024;0.0244723;-0.866883
-37.6233;239.049;-0.635314;0.00335743;0.0237771;-1.01405
-29.167;239.049;-0.673576;0.00435764;0.0212545;-1.15041
-20.7107;239.049;-0.664832;0.0057468;0.0186475;-1.25537
-12.2544;239.049;-0.632836;0.0102188;0.0136977;-1.34821
-3.79809;239.049;-0.554336;0.0102447;0.0106439;-1.41681
4.6582;239.049;-0.633956;0.00798491;0.013012;-1.44705
13.1145;239.049;-0.725931;0.00533878;0.0169688;-1.4552
21.5708;239.049;-0.758646;0.00708959;0.0185519;-1.45667
30.0271;239.049;-0.758194;0.011036;0.0168234;-1.42714
38.4834;239.049;-0.758865;0.0126255;0.0158221;-1.38025
46.9397;239.049;-0.772903;0.0122837;0.0147316;-1.32036
55.396;239.049;-0.821019;0.0117569;0.0146588;-1.24861
63.8522;239.049;-0.891244;0.0121438;0.0128206;-1.15792
72.3085;239.049;-0.86046;0.0124579;0.0084513;-1.02435
80.7648;239.049;-0.923492;0.0119565;0.00865831;-0.887476
89.2211;239.049;-0.930498;0.0113427;0.00856827;-0.75132
97.6774;239.049;-0.840854;0.00992259;0.00455035;-0.611073
106.134;239.049;-0.59755;0.00688376;0.00095717;-0.455362
-113.73;230.593;5.98204;0.00879771;-0.00239913;-0.0787614
-105.274;230.593;8.00416;0.00654578;-0.00142344;-0.136909
-96.8173;230.593;6.54036;0.00325076;0.000390583;-0.252761
-88.361;230.593;4.50416;-0.000909549;0.00268867;-0.425967
-79.9047;230.593;3.92923;-0.00136472;0.00477206;-0.582516
-71.4484;230.593;2.45957;0.000413535;0.0104341;-0.810057
-62.9921;230.593;-0.141549;0.00181819;0.0159515;-1.06943
-54.5358;230.593;-0.4683;0.000859635;0.0211453;-1.24297
-46.0795;230.593;-0.69026;0.00139151;0.0288473;-1.36622
-37.6233;230.593;-0.704206;0.00207329;0.031406;-1.51866
-29.167;230.593;-0.72503;0.0040479;0.032768;-1.64395
-20.7107;230.593;-0.867521;0.00240171;0.0359375;-1.68366
-12.2544;230.593;-1.05273;0.00362853;0.0374023;-1.69102
-3.79809;230.593;-1.11622;0.00790358;0.0335653;-1.72571
4.6582;230.593;-1.08464;0.0104116;0.0319567;-1.78627
13.1145;230.593;-1.01505;0.00909135;0.0323382;-1.8381
21.5708;230.593;-0.947102;0.00952634;0.0330512;-1.87712
30.0271;230.593;-0.877324;0.0124158;0.0319606;-1.88854
38.4834;230.593;-0.813827;0.0138613;0.0298296;-1.87288
