x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.00239477;5.88091e-05;-0.0328705
-12.2544;247.506;-0.471976;0.00454416;-0.000125114;-0.0401143
-3.79809;247.506;-0.548236;0.00553943;0.000292767;-0.0461936
4.6582;247.506;-0.62037;0.00320621;0.000836919;-0.0463548
13.1145;247.506;-0.650736;7.58283e-05;0.000859672;-0.0438029
21.5708;247.506;-0.628395;-0.000862928;0.00057748;-0.0443867
30.0271;247.506;-0.60592;0.000186481;-5.21018e-05;-0.0436061
38.4834;247.506;-0.651893;0.00165996;0.000283466;-0.0409052
46.9397;247.506;-0.732489;0.00197918;0.00103038;-0.0372999
72.3085;247.506;-0.749382;0.00117026;0.00139223;-0.0221613
80.7648;247.506;-0.808256;0.000707452;0.00121038;-0.0177721
89.2211;247.506;-0.754068;-7.94495e-05;0.00147656;-0.0151564
97.6774;247.506;-0.313663;-0.000626284;0.00215831;-0.0123544
106.134;247.506;0.36894;-0.00094888;0.00230007;-0.00574851
-88.361;239.049;8.57933;0.000606244;0.00123025;-0.00937938
-79.9047;239.049;8.50108;0.000575405;-0.00131912;-0.0133794
-62.9921;239.049;2.60738;0.00306154;-0.00118285;-0.0276226
-54.5358;239.049;-0.17587;0.00277462;0.00214044;-0.0375403
-46.0795;239.049;-0.541755;0.00231739;0.00493015;-0.0455388
-37.6233;239.049;-0.635314;0.0024369;0.00301442;-0.0454493
-29.167;239.049;-0.673576;0.00258012;0.000586945;-0.0462318
-20.7107;239.049;-0.664832;0.00339256;0.000470986;-0.0534816
-12.2544;239.049;-0.632836;0.00547979;0.00112907;-0.0620799
-3.79809;239.049;-0.554336;0.00664555;0.00204102;-0.0689529
4.6582;239.049;-0.633956;0.00432129;0.00352748;-0.0718945
13.1145;239.049;-0.725931;0.001047;0.00305131;-0.0698419
21.5708;239.049;-0.758646;-0.000590541;0.000910211;-0.068387
30.0271;239.049;-0.758194;-0.000602356;0.000505743;-0.0699942
38.4834;239.049;-0.758865;0.000186055;0.00182065;-0.0698028
46.9397;239.049;-0.772903;0.000684161;0.00260054;-0.066018
55.396;239.049;-0.821019;0.000743426;0.00159008;-0.0608434
63.8522;239.049;-0.891244;0.00047315;0.000812206;-0.0562729
72.3085;239.049;-0.86046;5.02327e-06;0.000390594;-0.0502366
80.7648;239.049;-0.923492;-0.000208168;0.000816474;-0.0459954
89.2211;239.049;-0.930498;-0.000252806;0.00130747;-0.0407688
97.6774;239.049;-0.840854;-0.000474316;0.00136797;-0.0322388
106.134;239.049;-0.59755;-0.000707159;0.00143062;-0.021933
-113.73;230.593;5.98204;0.00450334;0.00280853;-0.00675461
-105.274;230.593;8.00416;0.00292302;0.00727048;-0.0137017
-96.8173;230.593;6.54036;0.00135713;0.00826461;-0.021554
-88.361;230.593;4.50416;0.000731458;0.00468432;-0.0248154
-79.9047;230.593;3.92923;0.0016701;0.00266457;-0.0276977
-71.4484;230.593;2.45957;0.00251506;0.00107129;-0.0342696
-62.9921;230.593;-0.141549;0.00225863;0.000566434;-0.0437924
