x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.00629631;-0.00177499;-0.0252217
-12.2544;247.506;-0.471976;0.00687272;-0.00292954;-0.026321
-3.79809;247.506;-0.548236;0.00727599;-0.00306465;-0.0297295
4.6582;247.506;-0.62037;0.00699921;-0.00307107;-0.0318196
13.1145;247.506;-0.650736;0.00629771;-0.00304222;-0.0323885
21.5708;247.506;-0.628395;0.00607578;-0.0023192;-0.0336392
30.0271;247.506;-0.60592;0.00604072;-0.00208609;-0.0333183
38.4834;247.506;-0.651893;0.00602315;-0.00167365;-0.0325046
46.9397;247.506;-0.732489;0.00621991;-0.00124177;-0.0303253
72.3085;247.506;-0.749382;0.00552292;-0.00222617;-0.0167984
80.7648;247.506;-0.808256;0.00564196;-0.00156361;-0.0149144
89.2211;247.506;-0.754068;0.00608647;-0.00148753;-0.0125321
97.6774;247.506;-0.313663;0.00652075;-0.00184176;-0.00951663
106.134;247.506;0.36894;0.00637608;-0.00146398;-0.00773864
-88.361;239.049;8.57933;0.00614176;-0.00264487;-0.00165467
-79.9047;239.049;8.50108;0.00648356;-0.00242606;-0.00655777
-62.9921;239.049;2.60738;0.00650315;-0.00142229;-0.019849
-54.5358;239.049;-0.17587;0.00658716;-0.000809046;-0.0254179
-46.0795;239.049;-0.541755;0.00689802;-0.000569276;-0.030614
-37.6233;239.049;-0.635314;0.00655136;-0.000401184;-0.0371376
-29.167;239.049;-0.673576;0.00640293;-0.000577274;-0.0433723
-20.7107;239.049;-0.664832;0.00672966;-0.000731987;-0.0472602
-12.2544;239.049;-0.632836;0.00721278;-0.00137814;-0.0499017
-3.79809;239.049;-0.554336;0.00694769;-0.00191672;-0.0526616
4.6582;239.049;-0.633956;0.00636538;-0.00180996;-0.0546965
13.1145;239.049;-0.725931;0.00600991;-0.00135976;-0.0560128
21.5708;239.049;-0.758646;0.005932;-0.00128513;-0.0558776
30.0271;239.049;-0.758194;0.00601519;-0.00182359;-0.0538832
38.4834;239.049;-0.758865;0.00590894;-0.00228141;-0.0511105
46.9397;239.049;-0.772903;0.00579374;-0.0025132;-0.0473456
55.396;239.049;-0.821019;0.00588504;-0.00304448;-0.0437661
63.8522;239.049;-0.891244;0.00555153;-0.00373419;-0.0389747
72.3085;239.049;-0.86046;0.00535409;-0.00308454;-0.0365166
80.7648;239.049;-0.923492;0.00548449;-0.00256044;-0.0321654
89.2211;239.049;-0.930498;0.005766;-0.00233306;-0.0269544
97.6774;239.049;-0.840854;0.00607837;-0.00230824;-0.0224517
106.134;239.049;-0.59755;0.0062636;-0.00173354;-0.0196079
-113.73;230.593;5.98204;0.00566868;-0.000601784;-0.00255037
-105.274;230.593;8.00416;0.00537793;-0.000920567;-0.00417634
-96.8173;230.593;6.54036;0.00561643;-0.00165142;-0.00817463
-88.361;230.593;4.50416;0.00624163;-0.00178526;-0.0159719
-79.9047;230.593;3.92923;0.00685397;-0.0016074;-0.0232061
-71.4484;230.593;2.45957;0.00669713;-0.00153036;-0.0310984
-62.9921;230.593;-0.141549;0.00604563;-0.00115382;-0.0386466
-54.5358;230.593;-0.4683;0.00584358;-0.000579733;-0.0445387
-46.0795;230.593;-0.69026;0.00595762;-0.000267299;-0.0522846
-37.6233;230.593;-0.704206;0.00534886;-0.000695817;-0.05782
-29.167;230.593;-0.72503;0.00534514;-0.00100524;-0.0635693
-20.7107;230.593;-0.867521;0.0062562;-0.000354359;-0.069619
-12.2544;230.593;-1.05273;0.00694049;-0.000311471;-0.0739419
-3.79809;230.593;-1.11622;0.00674828;-0.000725957;-0.0772798
4.6582;230.593;-1.08464;0.00674635;-0.000775534;-0.0793071
13.1145;230.593;-1.01505;0.00693681;-0.000263588;-0.0805927
21.5708;230.593;-0.947102;0.00648211;-0.000797348;-0.0786301
30.0271;230.593;-0.877324;0.00597379;-0.0016631;-0.075301
38.4834;230.593;-0.813827;0.0057841;-0.00245425;-0.0716026
46.9397;230.593;-0.781134;0.00578404;-0.00312533;-0.0678006
55.396;230.593;-0.781425;0.00562095;-0.00406178;-0.0640355
63.8522;230.593;-0.817853;0.0051481;-0.00421419;-0.060542
72.3085;230.593;-0.903767;0.00510116;-0.00303863;-0.0594762
80.7648;230.593;-0.955569;0.00518327;-0.00263398;-0.0540304
89.2211;230.593;-0.978723;0.00524435;-0.00268079;-0.0461335
97.6774;230.593;-0.935818;0.00550154;-0.00272252;-0.0387736
106.134;230.593;-0.888504;0.00580006;-0.00210916;-0.0342432
114.59;230.593;-0.721154;0.00571341;-0.0023125;-0.025883
-113.73;222.137;1.68528;0.00521915;-0.000720495;-0.012508
-105.274;222.137;4.23575;0.00547326;-0.000468396;-0.0169163
-96.8173;222.137;2.10191;0.00603031;-0.000398761;-0.0261978
-88.361;222.137;0.466827;0.00620909;-0.00075116;-0.036347
-79.9047;222.137;0.239625;0.0062135;-0.00130608;-0.0450217
-71.4484;222.137;0.0560671;0.00591472;-0.00200481;-0.0526983
-62.9921;222.137;-0.445392;0.00547067;-0.00193224;-0.0591516
-54.5358;222.137;-0.43084;0.00570746;-0.00152335;-0.0635689
-46.0795;222.137;-0.628638;0.00547811;-0.00126581;-0.0719602
-37.6233;222.137;-0.673621;0.00442759;-0.00208476;-0.0777151
-29.167;222.137;-0.740912;0.0042669;-0.00262958;-0.0834295
-20.7107;222.137;-0.957732;0.00541457;-0.00168011;-0.0906217
-12.2544;222.137;-1.29406;0.00639859;-0.000627606;-0.0971302
-3.79809;222.137;-1.35116;0.00661447;-0.000272475;-0.101582
4.6582;222.137;-1.2472;0.00722334;-0.000271681;-0.103407
13.1145;222.137;-1.11194;0.00755505;-0.000168785;-0.103121
21.5708;222.137;-0.996373;0.00663535;-0.00132471;-0.0990733
30.0271;222.137;-0.877105;0.00534023;-0.00225652;-0.0941283
38.4834;222.137;-0.804448;0.00501349;-0.00282598;-0.0893969
46.9397;222.137;-0.765915;0.00555941;-0.00289;-0.0876632
55.396;222.137;-0.764072;0.0056919;-0.00342969;-0.0860771
63.8522;222.137;-0.796537;0.00521672;-0.00310233;-0.0840283
72.3085;222.137;-0.852908;0.00518984;-0.00189748;-0.0834216
80.7648;222.137;-0.893551;0.00531059;-0.00187425;-0.0777785
89.2211;222.137;-0.90816;0.00521609;-0.00243054;-0.0684628
97.6774;222.137;-0.91062;0.0051753;-0.00282199;-0.0588989
106.134;222.137;-0.943081;0.00546164;-0.00234751;-0.0526482
114.59;222.137;-0.828419;0.00535716;-0.00235494;-0.0437848
-130.642;213.681;0.103519;0.00481161;-0.000189552;-0.00969347
-122.186;213.681;-0.0004306;0.00446093;-0.000392725;-0.0178445
-113.73;213.681;-0.0264453;0.00516775;-0.00103513;-0.0257477
-105.274;213.681;-0.573801;0.00624899;-0.000632823;-0.0360394
-96.8173;213.681;-0.451659;0.00669433;-0.000265484;-0.0469751
-88.361;213.681;-0.315404;0.00643132;-0.000984384;-0.057407
-79.9047;213.681;-0.354355;0.00596821;-0.00228382;-0.065928
-71.4484;213.681;-0.366745;0.00563917;-0.00301026;-0.0745555
-62.9921;213.681;-0.321445;0.00539679;-0.00251584;-0.0815995
-54.5358;213.681;-0.527912;0.00560492;-0.00153782;-0.0865442
-46.0795;213.681;-0.750862;0.0049354;-0.000454946;-0.0952659
-37.6233;213.681;-0.777242;0.00396696;-0.00118459;-0.1017
-29.167;213.681;-0.780044;0.00416747;-0.00259712;-0.106269
-20.7107;213.681;-0.87457;0.00559182;-0.00291809;-0.111307
-12.2544;213.681;-1.03053;0.00655399;-0.00209793;-0.116786
-3.79809;213.681;-1.00824;0.00633845;-0.000889081;-0.122125
4.6582;213.681;-0.905457;0.0066063;-0.000373514;-0.124033
13.1145;213.681;-0.807849;0.00692628;-0.000812192;-0.123218
21.5708;213.681;-0.74352;0.0059293;-0.0031196;-0.117116
30.0271;213.681;-0.702553;0.00478914;-0.00410284;-0.111897
38.4834;213.681;-0.694706;0.00471405;-0.00369905;-0.108853
46.9397;213.681;-0.695935;0.00548603;-0.00272073;-0.109317
55.396;213.681;-0.702697;0.00610222;-0.00214641;-0.109996
63.8522;213.681;-0.719056;0.00576848;-0.00134525;-0.107598
72.3085;213.681;-0.756983;0.00561222;-0.000625805;-0.105611
80.7648;213.681;-0.787601;0.00558826;-0.0010928;-0.0998572
89.2211;213.681;-0.799132;0.00536676;-0.00195728;-0.0907321
97.6774;213.681;-0.796467;0.00509286;-0.0025582;-0.0803184
106.134;213.681;-0.79851;0.00513962;-0.00251416;-0.0718831
114.59;213.681;-0.777932;0.00517589;-0.00256306;-0.0632619
123.046;213.681;-0.725146;0.00505235;-0.00241885;-0.0533874
131.503;213.681;-0.651431;0.00483635;-0.002158;-0.0421666
139.959;213.681;-0.58896;0.00463958;-0.00228511;-0.0295009
148.415;213.681;-0.235351;0.00443047;-0.00269612;-0.0168369
-139.099;205.224;0.155762;0.00513093;-0.000633723;-0.0116003
-130.642;205.224;0.122337;0.00441584;-0.000779762;-0.0203979
-122.186;205.224;0.0617561;0.00453004;-0.00120015;-0.0304152
-113.73;205.224;0.00762707;0.0053315;-0.00190846;-0.0400956
-105.274;205.224;-0.00181897;0.0063355;-0.00158777;-0.0519506
-96.8173;205.224;-0.00805946;0.00685868;-0.000774693;-0.0660858
-88.361;205.224;-0.0179732;0.00684;-0.00126911;-0.0791073
-79.9047;205.224;-0.0945349;0.00639413;-0.00241223;-0.0878134
-71.4484;205.224;-0.239692;0.00621841;-0.00233487;-0.0977368
-62.9921;205.224;-0.413073;0.00617235;-0.00127323;-0.107005
-54.5358;205.224;-0.569972;0.0061599;-0.000884667;-0.112357
-46.0795;205.224;-0.748727;0.0051307;-0.000843215;-0.117312
-37.6233;205.224;-0.777994;0.00474286;-0.00117908;-0.122651
-29.167;205.224;-0.753618;0.00560956;-0.00232749;-0.126849
-20.7107;205.224;-0.737252;0.00713872;-0.00330323;-0.130636
-12.2544;205.224;-0.732218;0.00790767;-0.0032844;-0.134805
-3.79809;205.224;-0.667139;0.00705893;-0.00194081;-0.140006
4.6582;205.224;-0.599146;0.00606019;-0.00127496;-0.141953
13.1145;205.224;-0.564088;0.00600146;-0.0022586;-0.140822
21.5708;205.224;-0.558798;0.00599343;-0.00414867;-0.135962
30.0271;205.224;-0.561439;0.00564051;-0.00455474;-0.132307
38.4834;205.224;-0.577612;0.00548945;-0.00366489;-0.131753
46.9397;205.224;-0.579913;0.00579037;-0.00257928;-0.133609
55.396;205.224;-0.581612;0.00605951;-0.00221561;-0.13258
63.8522;205.224;-0.597246;0.00552167;-0.00162781;-0.125718
72.3085;205.224;-0.634757;0.00528228;-0.00115422;-0.121527
80.7648;205.224;-0.668837;0.00511111;-0.0016168;-0.116834
89.2211;205.224;-0.683611;0.00486616;-0.002516;-0.109026
97.6774;205.224;-0.683838;0.00468438;-0.00307823;-0.0991435
106.134;205.224;-0.68763;0.00493951;-0.0031415;-0.090487
114.59;205.224;-0.687434;0.00542997;-0.00285437;-0.083476
123.046;205.224;-0.678821;0.00561752;-0.00231196;-0.0751321
131.503;205.224;-0.646751;0.00513087;-0.0022148;-0.0630459
139.959;205.224;-0.568672;0.00442561;-0.00263364;-0.0467241
148.415;205.224;-0.396715;0.00384674;-0.00288082;-0.0318081
-139.099;196.768;0.158347;0.00526846;-0.00217212;-0.0220916
-130.642;196.768;0.140469;0.0050996;-0.00209211;-0.0331505
-122.186;196.768;0.111246;0.00547315;-0.002052;-0.045176
-113.73;196.768;0.0570321;0.00610906;-0.00219188;-0.0578669
-105.274;196.768;0.0249897;0.00658586;-0.00174679;-0.0714035
-96.8173;196.768;0.0233242;0.00673386;-0.000704261;-0.0860195
-88.361;196.768;-0.00994386;0.0069598;-0.000561609;-0.0993783
-79.9047;196.768;-0.194781;0.0067885;-0.000564803;-0.107398
-71.4484;196.768;-0.413225;0.00678368;0.000659532;-0.117389
-62.9921;196.768;-0.497789;0.00674403;0.00119192;-0.127609
-54.5358;196.768;-0.419058;0.00662897;-0.000537826;-0.133472
-46.0795;196.768;-0.513369;0.00583218;-0.00225254;-0.135542
-37.6233;196.768;-0.59872;0.00581696;-0.00231057;-0.138642
-29.167;196.768;-0.619046;0.00680946;-0.00201377;-0.142768
-20.7107;196.768;-0.576926;0.00799185;-0.00243051;-0.146355
-12.2544;196.768;-0.513507;0.00863181;-0.00290118;-0.150199
-3.79809;196.768;-0.459724;0.00786505;-0.00200094;-0.1556
4.6582;196.768;-0.441378;0.00625782;-0.00201313;-0.157326
13.1145;196.768;-0.459047;0.0055273;-0.00400026;-0.153093
21.5708;196.768;-0.49017;0.00607596;-0.00539827;-0.148847
30.0271;196.768;-0.508763;0.00641421;-0.00487156;-0.147645
38.4834;196.768;-0.514305;0.00619444;-0.00383355;-0.149343
46.9397;196.768;-0.499509;0.00587472;-0.00334479;-0.150733
55.396;196.768;-0.492733;0.00568677;-0.00325002;-0.148211
63.8522;196.768;-0.5084;0.00508214;-0.0024364;-0.14019
72.3085;196.768;-0.541751;0.00534361;-0.00214168;-0.13548
80.7648;196.768;-0.564405;0.00533454;-0.00273477;-0.131526
89.2211;196.768;-0.56895;0.00479949;-0.00351022;-0.125169
97.6774;196.768;-0.572719;0.00428273;-0.00376953;-0.116949
106.134;196.768;-0.602616;0.00465117;-0.00373172;-0.108655
114.59;196.768;-0.638344;0.00545736;-0.00299502;-0.102645
123.046;196.768;-0.651108;0.00603064;-0.00213798;-0.0955
131.503;196.768;-0.636139;0.00557197;-0.00202793;-0.0842782
139.959;196.768;-0.602573;0.00461097;-0.00227911;-0.0695949
148.415;196.768;-0.550371;0.00389132;-0.00250294;-0.0531808
156.871;196.768;-0.551016;0.00363749;-0.00266005;-0.0369842
-147.555;188.312;0.163608;0.00558096;-0.00211734;-0.0238755
-139.099;188.312;0.153404;0.00532322;-0.00226061;-0.035571
-130.642;188.312;0.164445;0.00538672;-0.0019614;-0.0477732
-122.186;188.312;0.155092;0.00591653;-0.00158739;-0.0618346
-113.73;188.312;0.0932035;0.00652507;-0.00150895;-0.0757467
-105.274;188.312;0.0277587;0.00698721;-0.00130433;-0.088963
-96.8173;188.312;0.00250704;0.00729132;-0.000467372;-0.102734
-88.361;188.312;-0.0775442;0.00765307;0.000426156;-0.11732
-79.9047;188.312;-0.341597;0.00754255;0.00134506;-0.125392
-71.4484;188.312;-0.527093;0.00741164;0.00260765;-0.13399
-62.9921;188.312;-0.423186;0.00726239;0.00238316;-0.144026
-54.5358;188.312;-0.141757;0.00711115;-0.000527244;-0.151779
-46.0795;188.312;-0.177038;0.00673806;-0.00311234;-0.154314
-37.6233;188.312;-0.315799;0.00690317;-0.00267701;-0.157421
-29.167;188.312;-0.400297;0.00735059;-0.00179044;-0.160655
-20.7107;188.312;-0.402366;0.00755619;-0.00222302;-0.16169
-12.2544;188.312;-0.373172;0.00788892;-0.00299548;-0.163287
-3.79809;188.312;-0.368919;0.00795323;-0.00225606;-0.168016
4.6582;188.312;-0.38985;0.00690109;-0.00259611;-0.17026
13.1145;188.312;-0.425297;0.00577821;-0.00482236;-0.164877
21.5708;188.312;-0.456541;0.00591395;-0.00559333;-0.16154
30.0271;188.312;-0.468146;0.0061032;-0.00417915;-0.162362
38.4834;188.312;-0.457604;0.00578851;-0.00305826;-0.164716
46.9397;188.312;-0.424296;0.00502696;-0.00310295;-0.16542
55.396;188.312;-0.402232;0.0044006;-0.00297891;-0.163301
63.8522;188.312;-0.406613;0.00424964;-0.00189281;-0.158441
72.3085;188.312;-0.435068;0.00550234;-0.00189227;-0.154446
80.7648;188.312;-0.453177;0.00579003;-0.00248214;-0.150972
89.2211;188.312;-0.455927;0.00489792;-0.00304582;-0.145235
97.6774;188.312;-0.46948;0.00392196;-0.00339153;-0.137246
106.134;188.312;-0.522213;0.00408619;-0.00368159;-0.127594
114.59;188.312;-0.568598;0.00466641;-0.00289044;-0.120062
123.046;188.312;-0.57683;0.00534633;-0.00194758;-0.112763
131.503;188.312;-0.554684;0.0052966;-0.00184361;-0.103058
139.959;188.312;-0.523841;0.00480244;-0.00222255;-0.0910667
148.415;188.312;-0.496462;0.0044144;-0.00242687;-0.0769586
156.871;188.312;-0.485066;0.00406739;-0.00283642;-0.0598511
-164.468;179.855;0.013761;0.00568735;0.000392472;-0.012598
-156.011;179.855;0.164647;0.00528189;-0.000351844;-0.0248016
-147.555;179.855;0.141329;0.00524068;-0.000945939;-0.0377576
-139.099;179.855;0.123024;0.00517619;-0.000924647;-0.0507657
-130.642;179.855;0.157327;0.00532367;-0.000900125;-0.0631197
-122.186;179.855;0.173777;0.00586931;-0.00101095;-0.0763111
-113.73;179.855;0.123558;0.00657002;-0.00123697;-0.0891525
-105.274;179.855;0.0587228;0.00717524;-0.00113386;-0.101718
-96.8173;179.855;0.0403482;0.00739614;-0.000413623;-0.115573
-88.361;179.855;-0.0102425;0.00716817;0.000423743;-0.131534
-79.9047;179.855;-0.163241;0.00683229;0.000695575;-0.139498
-71.4484;179.855;-0.202905;0.00674784;0.0010926;-0.14541
-62.9921;179.855;-0.0565655;0.00660954;0.000327012;-0.152553
-54.5358;179.855;0.0794272;0.00630953;-0.00226309;-0.161203
-46.0795;179.855;-0.0180318;0.0061831;-0.00347178;-0.167686
-37.6233;179.855;-0.146384;0.00669408;-0.00202442;-0.174058
-29.167;179.855;-0.212565;0.00688391;-0.00130245;-0.177415
-20.7107;179.855;-0.225883;0.00645356;-0.00246089;-0.175789
-12.2544;179.855;-0.236188;0.00648806;-0.00386416;-0.174108
-3.79809;179.855;-0.275249;0.00741142;-0.00331662;-0.177435
4.6582;179.855;-0.314513;0.00751909;-0.00275483;-0.183907
13.1145;179.855;-0.345267;0.00641221;-0.00370868;-0.182887
21.5708;179.855;-0.364913;0.00566254;-0.00344896;-0.182208
30.0271;179.855;-0.3747;0.00510012;-0.00158947;-0.183361
38.4834;179.855;-0.378106;0.00461527;-0.000743999;-0.182919
46.9397;179.855;-0.346793;0.00367211;-0.00133854;-0.18205
55.396;179.855;-0.318378;0.00293375;-0.00136021;-0.181087
63.8522;179.855;-0.316963;0.00354899;-0.000773072;-0.180187
72.3085;179.855;-0.352619;0.00543254;-0.00154322;-0.175824
80.7648;179.855;-0.38186;0.00564832;-0.0022981;-0.171164
89.2211;179.855;-0.39;0.00457489;-0.00256293;-0.164848
97.6774;179.855;-0.403641;0.003687;-0.00289818;-0.156061
106.134;179.855;-0.446236;0.00367432;-0.00387012;-0.143221
114.59;179.855;-0.479758;0.00359274;-0.00377503;-0.132457
123.046;179.855;-0.462016;0.00422771;-0.00257242;-0.124925
131.503;179.855;-0.41726;0.00459509;-0.00216008;-0.1169
139.959;179.855;-0.382659;0.0047123;-0.0022424;-0.106864
148.415;179.855;-0.378981;0.00461069;-0.0023268;-0.0937047
156.871;179.855;-0.383848;0.00416174;-0.00311447;-0.0771296
165.328;179.855;-0.407134;0.00340971;-0.00469393;-0.0589172
173.784;179.855;-0.49585;0.003501;-0.00478375;-0.0431446
-172.924;171.399;0.0700968;0.00542734;0.000699439;-0.013217
-164.468;171.399;0.0649994;0.00531658;0.000762317;-0.0243335
-156.011;171.399;0.15216;0.00518552;0.00031363;-0.0382219
-147.555;171.399;0.119276;0.00533986;-5.68069e-05;-0.0520743
-139.099;171.399;0.10352;0.00537739;-0.000117848;-0.0656646
-130.642;171.399;0.146551;0.00549712;-0.000457964;-0.0779906
-122.186;171.399;0.17404;0.00588246;-0.000968842;-0.0897147
-113.73;171.399;0.13688;0.00646098;-0.00130023;-0.100781
-105.274;171.399;0.0923391;0.007114;-0.00109065;-0.112898
-96.8173;171.399;0.105045;0.00705077;-0.000466374;-0.12788
-88.361;171.399;0.114183;0.00635211;-0.000334788;-0.143187
-79.9047;171.399;0.0778244;0.00618488;-0.0011962;-0.149158
-71.4484;171.399;0.0934263;0.00667242;-0.00165739;-0.153653
-62.9921;171.399;0.160882;0.00648212;-0.00270489;-0.158125
-54.5358;171.399;0.163318;0.00550705;-0.00451567;-0.164994
-46.0795;171.399;0.0292324;0.00529591;-0.0045146;-0.172947
-37.6233;171.399;-0.0717286;0.00623405;-0.0025128;-0.181973
-29.167;171.399;-0.11027;0.00655211;-0.00211583;-0.187132
-20.7107;171.399;-0.113539;0.00601022;-0.00370908;-0.186446
-12.2544;171.399;-0.120293;0.00574152;-0.00559117;-0.184206
-3.79809;171.399;-0.147674;0.00666777;-0.00545172;-0.186901
4.6582;171.399;-0.188711;0.00736063;-0.00291486;-0.199981
13.1145;171.399;-0.222056;0.00658324;-0.00138145;-0.206457
21.5708;171.399;-0.245877;0.0055445;0.000178518;-0.20935
30.0271;171.399;-0.268046;0.00471312;0.00176304;-0.209658
38.4834;171.399;-0.304991;0.00412829;0.00173301;-0.204894
46.9397;171.399;-0.300143;0.0031226;0.000350977;-0.200516
55.396;171.399;-0.288247;0.00304609;-0.000361311;-0.200738
63.8522;171.399;-0.297582;0.0040101;-0.000812115;-0.200952
72.3085;171.399;-0.342443;0.0051098;-0.00268528;-0.193998
80.7648;171.399;-0.376973;0.0044974;-0.00356344;-0.186645
89.2211;171.399;-0.376846;0.00351406;-0.0028428;-0.179472
97.6774;171.399;-0.36567;0.00354879;-0.00218826;-0.170601
106.134;171.399;-0.366286;0.00410955;-0.0035763;-0.15646
114.59;171.399;-0.375828;0.00400084;-0.00506123;-0.145452
123.046;171.399;-0.339516;0.00487383;-0.00409525;-0.139788
131.503;171.399;-0.29381;0.00509884;-0.00313855;-0.132345
139.959;171.399;-0.273739;0.00490239;-0.00284118;-0.121323
148.415;171.399;-0.281015;0.00464829;-0.00302013;-0.107044
156.871;171.399;-0.302804;0.004294;-0.00372182;-0.0915488
165.328;171.399;-0.356376;0.00374614;-0.00480856;-0.0751571
173.784;171.399;-0.427457;0.00420399;-0.00462315;-0.0607227
182.24;171.399;-0.482055;0.00510396;-0.00238856;-0.0483538
-181.38;162.943;0.229856;0.00526102;-0.000360645;-0.00953167
-172.924;162.943;0.114078;0.00505811;0.000270936;-0.0218311
-164.468;162.943;0.0760009;0.00518003;0.000282364;-0.0355599
-156.011;162.943;0.13214;0.00557645;-8.32978e-05;-0.0498891
-147.555;162.943;0.116782;0.00592622;-0.000635088;-0.0639959
