x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0104719;-0.000845251;-0.348486
-12.2544;247.506;-0.471976;0.00741368;0.00213608;-0.405993
-3.79809;247.506;-0.548236;0.00557491;0.00364709;-0.431186
4.6582;247.506;-0.62037;0.00462493;0.00445607;-0.441369
13.1145;247.506;-0.650736;0.00600563;0.00226994;-0.444599
21.5708;247.506;-0.628395;0.00858095;-0.00225437;-0.440809
30.0271;247.506;-0.60592;0.00947257;-0.00366513;-0.430524
38.4834;247.506;-0.651893;0.00935191;-0.00249483;-0.408429
46.9397;247.506;-0.732489;0.00866773;-0.00178336;-0.375728
72.3085;247.506;-0.749382;0.00742635;-0.00115475;-0.257874
80.7648;247.506;-0.808256;0.00822504;-0.000282172;-0.202967
89.2211;247.506;-0.754068;0.00849451;-0.000461279;-0.152126
97.6774;247.506;-0.313663;0.00783959;-0.00186407;-0.10663
106.134;247.506;0.36894;0.0064863;-0.00290694;-0.0571207
-88.361;239.049;8.57933;0.00604937;-0.00141144;-0.0351515
-79.9047;239.049;8.50108;0.00651103;-0.00235543;-0.0713331
-62.9921;239.049;2.60738;0.012351;0.00136327;-0.233665
-54.5358;239.049;-0.17587;0.0130601;0.00320844;-0.319952
-46.0795;239.049;-0.541755;0.0118595;0.00367924;-0.375952
-37.6233;239.049;-0.635314;0.0125085;-0.000949332;-0.437066
-29.167;239.049;-0.673576;0.0110559;-0.00189868;-0.508313
-20.7107;239.049;-0.664832;0.0079934;0.00219305;-0.579123
-12.2544;239.049;-0.632836;0.00871276;0.00348822;-0.63191
-3.79809;239.049;-0.554336;0.0103534;0.00141592;-0.658818
4.6582;239.049;-0.633956;0.00981916;0.00328872;-0.674129
13.1145;239.049;-0.725931;0.0087918;0.00539491;-0.68024
21.5708;239.049;-0.758646;0.00913651;0.00550703;-0.681211
30.0271;239.049;-0.758194;0.0096006;0.00465061;-0.671659
38.4834;239.049;-0.758865;0.00953914;0.00395209;-0.65331
46.9397;239.049;-0.772903;0.00919763;0.00206445;-0.625579
55.396;239.049;-0.821019;0.00788639;0.0011521;-0.591243
63.8522;239.049;-0.891244;0.00745383;0.00169871;-0.555698
72.3085;239.049;-0.86046;0.00809914;0.00155693;-0.496569
80.7648;239.049;-0.923492;0.00911071;0.00183102;-0.426087
89.2211;239.049;-0.930498;0.00927175;0.00129071;-0.354383
97.6774;239.049;-0.840854;0.00791971;-0.000188294;-0.285346
106.134;239.049;-0.59755;0.00587609;-0.000292438;-0.211289
-113.73;230.593;5.98204;0.00851813;0.000441003;-0.0336353
-105.274;230.593;8.00416;0.00752691;-0.000323352;-0.0616856
-96.8173;230.593;6.54036;0.00645409;0.00036317;-0.118067
-88.361;230.593;4.50416;0.00655822;-0.0016786;-0.187747
-79.9047;230.593;3.92923;0.00782691;-0.00304203;-0.248881
-71.4484;230.593;2.45957;0.0103145;9.75302e-05;-0.355991
-62.9921;230.593;-0.141549;0.0118775;0.00313464;-0.48374
-54.5358;230.593;-0.4683;0.0106747;0.004143;-0.570263
-46.0795;230.593;-0.69026;0.00951996;0.00619016;-0.629017
-37.6233;230.593;-0.704206;0.00940885;0.00410185;-0.696184
-29.167;230.593;-0.72503;0.00768162;0.00525879;-0.764595
-20.7107;230.593;-0.867521;0.00395792;0.0129615;-0.813196
-12.2544;230.593;-1.05273;0.00364748;0.0196291;-0.841203
-3.79809;230.593;-1.11622;0.00711328;0.0189646;-0.859411
4.6582;230.593;-1.08464;0.00913753;0.0165465;-0.879072
13.1145;230.593;-1.01505;0.0087181;0.014688;-0.893614
21.5708;230.593;-0.947102;0.00829056;0.0141341;-0.905106
30.0271;230.593;-0.877324;0.00817259;0.0126915;-0.905582
38.4834;230.593;-0.813827;0.00814091;0.0100572;-0.894266
46.9397;230.593;-0.781134;0.00842243;0.00618781;-0.87156
55.396;230.593;-0.781425;0.00856768;0.00464569;-0.840142
63.8522;230.593;-0.817853;0.00846788;0.00572687;-0.800911
72.3085;230.593;-0.903767;0.00943952;0.00738255;-0.745856
80.7648;230.593;-0.955569;0.0110983;0.00770227;-0.677693
89.2211;230.593;-0.978723;0.0114729;0.00577843;-0.598811
97.6774;230.593;-0.935818;0.00988303;0.00262068;-0.509215
106.134;230.593;-0.888504;0.00826658;0.000649888;-0.413104
114.59;230.593;-0.721154;0.0094698;0.00041841;-0.320063
-113.73;222.137;1.68528;0.0107684;-0.00296684;-0.141531
-105.274;222.137;4.23575;0.00781892;-0.00580962;-0.203049
-96.8173;222.137;2.10191;0.00566833;-0.00348412;-0.319827
-88.361;222.137;0.466827;0.00799152;-0.0041754;-0.429237
-79.9047;222.137;0.239625;0.00798283;-0.00139074;-0.53083
-71.4484;222.137;0.0560671;0.00519287;0.00577111;-0.653343
-62.9921;222.137;-0.445392;0.000990805;0.0124838;-0.780131
-54.5358;222.137;-0.43084;-3.33227e-06;0.0134892;-0.86359
-46.0795;222.137;-0.628638;0.00124919;0.015294;-0.912484
-37.6233;222.137;-0.673621;0.00325612;0.0131206;-0.968336
-29.167;222.137;-0.740912;0.00438131;0.0124052;-1.01912
-20.7107;222.137;-0.957732;0.00318145;0.018869;-1.04576
-12.2544;222.137;-1.29406;0.00288708;0.0273369;-1.06062
-3.79809;222.137;-1.35116;0.00480803;0.0275378;-1.0795
4.6582;222.137;-1.2472;0.00709639;0.0222953;-1.10539
13.1145;222.137;-1.11194;0.00723964;0.0191821;-1.12766
21.5708;222.137;-0.996373;0.00670407;0.0188981;-1.14742
30.0271;222.137;-0.877105;0.00658141;0.0182627;-1.15767
38.4834;222.137;-0.804448;0.00756656;0.0156257;-1.1471
46.9397;222.137;-0.765915;0.00846608;0.0109239;-1.11973
55.396;222.137;-0.764072;0.0088734;0.00787243;-1.08523
63.8522;222.137;-0.796537;0.00835329;0.00870409;-1.0451
72.3085;222.137;-0.852908;0.00975514;0.0105768;-0.993779
80.7648;222.137;-0.893551;0.0117446;0.0107665;-0.928553
89.2211;222.137;-0.90816;0.0122605;0.00833983;-0.849392
97.6774;222.137;-0.91062;0.011078;0.00489005;-0.758182
106.134;222.137;-0.943081;0.0103493;0.00290359;-0.656853
114.59;222.137;-0.828419;0.0103824;0.00169565;-0.551886
-130.642;213.681;0.103519;0.00835594;0.000694395;-0.114633
-122.186;213.681;-0.0004306;0.0113957;-0.000559138;-0.203048
-113.73;213.681;-0.0264453;0.0118233;-0.00651269;-0.297885
-105.274;213.681;-0.573801;0.00757266;-0.00774325;-0.430844
-96.8173;213.681;-0.451659;0.0042818;-0.00530239;-0.565139
-88.361;213.681;-0.315404;0.00607804;-0.00407869;-0.688825
-79.9047;213.681;-0.354355;0.00394219;0.00186728;-0.812156
-71.4484;213.681;-0.366745;-0.00164155;0.0102006;-0.939606
-62.9921;213.681;-0.321445;-0.00535855;0.0168754;-1.05012
-54.5358;213.681;-0.527912;-0.00240224;0.016892;-1.11586
-46.0795;213.681;-0.750862;-0.000503405;0.0209779;-1.15947
-37.6233;213.681;-0.777242;0.00127577;0.0187564;-1.2113
-29.167;213.681;-0.780044;0.00317606;0.0140233;-1.26154
-20.7107;213.681;-0.87457;0.00386131;0.0143829;-1.30006
-12.2544;213.681;-1.03053;0.00355773;0.0187018;-1.33374
-3.79809;213.681;-1.00824;0.0043791;0.0182324;-1.36252
4.6582;213.681;-0.905457;0.00614932;0.0132363;-1.38839
13.1145;213.681;-0.807849;0.0063184;0.0118108;-1.41182
21.5708;213.681;-0.74352;0.00570315;0.0128718;-1.43165
30.0271;213.681;-0.702553;0.00552093;0.0145165;-1.43539
38.4834;213.681;-0.694706;0.00693605;0.0147372;-1.41517
46.9397;213.681;-0.695935;0.00886221;0.0123652;-1.38046
55.396;213.681;-0.702697;0.00971596;0.00948558;-1.34178
63.8522;213.681;-0.719056;0.00894699;0.00838053;-1.29893
72.3085;213.681;-0.756983;0.0109725;0.00919822;-1.24643
80.7648;213.681;-0.787601;0.013308;0.00915159;-1.1791
89.2211;213.681;-0.799132;0.012823;0.00813193;-1.10041
97.6774;213.681;-0.796467;0.0102847;0.00669174;-1.01166
106.134;213.681;-0.79851;0.00971086;0.0052418;-0.910991
114.59;213.681;-0.777932;0.00992352;0.00267927;-0.799338
123.046;213.681;-0.725146;0.0096303;-0.000677803;-0.679937
131.503;213.681;-0.651431;0.00785265;-0.00228677;-0.552347
139.959;213.681;-0.58896;0.006187;-0.00375845;-0.419497
148.415;213.681;-0.235351;0.00566977;-0.00537257;-0.289038
-139.099;205.224;0.155762;0.00792412;-0.0004301;-0.149526
-130.642;205.224;0.122337;0.00825046;-0.00308494;-0.248216
-122.186;205.224;0.0617561;0.0107893;-0.00454438;-0.372422
-113.73;205.224;0.00762707;0.0105598;-0.0065983;-0.490479
-105.274;205.224;-0.00181897;0.00533566;-0.00561336;-0.633831
-96.8173;205.224;-0.00805946;0.00191034;-0.00216794;-0.78772
-88.361;205.224;-0.0179732;0.00340953;-8.65633e-06;-0.93229
-79.9047;205.224;-0.0945349;1.2543e-05;0.00817247;-1.06694
-71.4484;205.224;-0.239692;-0.00582403;0.0150265;-1.1857
-62.9921;205.224;-0.413073;-0.00687516;0.0172019;-1.28134
-54.5358;205.224;-0.569972;-0.00100056;0.0143581;-1.34342
-46.0795;205.224;-0.748727;0.00167851;0.0202559;-1.40177
-37.6233;205.224;-0.777994;0.00160709;0.020295;-1.45365
-29.167;205.224;-0.753618;0.00307371;0.0148923;-1.51444
-20.7107;205.224;-0.737252;0.00464317;0.0116232;-1.57416
-12.2544;205.224;-0.732218;0.00520337;0.0118743;-1.62653
-3.79809;205.224;-0.667139;0.00623836;0.0105967;-1.66038
4.6582;205.224;-0.599146;0.00782836;0.00696573;-1.67972
13.1145;205.224;-0.564088;0.00780811;0.0062925;-1.6923
21.5708;205.224;-0.558798;0.00653385;0.00760215;-1.69739
30.0271;205.224;-0.561439;0.00605;0.009095;-1.69126
38.4834;205.224;-0.577612;0.00724804;0.0106915;-1.67056
46.9397;205.224;-0.579913;0.00899685;0.0107273;-1.64087
55.396;205.224;-0.581612;0.00986099;0.0088588;-1.60657
63.8522;205.224;-0.597246;0.00955726;0.00673177;-1.56283
72.3085;205.224;-0.634757;0.011906;0.00649259;-1.5042
80.7648;205.224;-0.668837;0.0142321;0.00667652;-1.4317
89.2211;205.224;-0.683611;0.0132931;0.00710656;-1.35173
97.6774;205.224;-0.683838;0.0100763;0.00717256;-1.26306
106.134;205.224;-0.68763;0.00903563;0.00626565;-1.16222
114.59;205.224;-0.687434;0.00972324;0.00455256;-1.05
123.046;205.224;-0.678821;0.00980569;0.00213816;-0.926543
131.503;205.224;-0.646751;0.00842697;-0.00134674;-0.788042
139.959;205.224;-0.568672;0.0068697;-0.00685012;-0.632233
148.415;205.224;-0.396715;0.0057369;-0.010929;-0.489412
-139.099;196.768;0.158347;0.00848006;-0.00477905;-0.289123
-130.642;196.768;0.140469;0.00799065;-0.00567146;-0.431291
-122.186;196.768;0.111246;0.00822191;-0.00520811;-0.577787
-113.73;196.768;0.0570321;0.00692089;-0.00361776;-0.711952
-105.274;196.768;0.0249897;0.00251575;-3.0462e-05;-0.859293
-96.8173;196.768;0.0233242;0.000822628;0.00266765;-1.0084
