x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0193228;0.0183157;-1.37987
-12.2544;247.506;-0.471976;0.0194484;0.0275313;-1.55638
-3.79809;247.506;-0.548236;0.014453;0.0405005;-1.65077
4.6582;247.506;-0.62037;0.00891206;0.0446716;-1.68169
13.1145;247.506;-0.650736;0.0110517;0.0401403;-1.70481
21.5708;247.506;-0.628395;0.0184836;0.0328359;-1.71568
30.0271;247.506;-0.60592;0.0217883;0.0261408;-1.6656
38.4834;247.506;-0.651893;0.0237333;0.0183953;-1.55194
46.9397;247.506;-0.732489;0.0244422;0.0148516;-1.42005
72.3085;247.506;-0.749382;0.0212765;0.00698366;-0.923401
80.7648;247.506;-0.808256;0.0190485;0.00557931;-0.728415
89.2211;247.506;-0.754068;0.0158252;0.00568418;-0.563614
97.6774;247.506;-0.313663;0.013059;0.00263704;-0.41824
106.134;247.506;0.36894;0.0124055;-0.00424648;-0.239902
-88.361;239.049;8.57933;0.00134509;0.00686689;-0.169409
-79.9047;239.049;8.50108;-0.00276239;0.00868064;-0.33668
-62.9921;239.049;2.60738;0.00548951;0.0110303;-0.955479
-54.5358;239.049;-0.17587;0.0114673;0.0238598;-1.28134
-46.0795;239.049;-0.541755;0.0130628;0.0367085;-1.49856
-37.6233;239.049;-0.635314;0.0111252;0.0450971;-1.74719
-29.167;239.049;-0.673576;0.0089912;0.0518928;-1.98403
-20.7107;239.049;-0.664832;0.00985217;0.0558518;-2.17713
-12.2544;239.049;-0.632836;0.0163976;0.0516988;-2.34729
-3.79809;239.049;-0.554336;0.0150559;0.0491962;-2.46863
4.6582;239.049;-0.633956;0.0166751;0.0549449;-2.51424
13.1145;239.049;-0.725931;0.0191666;0.0625431;-2.52122
21.5708;239.049;-0.758646;0.0250704;0.065241;-2.51823
30.0271;239.049;-0.758194;0.0287413;0.0625512;-2.46962
38.4834;239.049;-0.758865;0.0304163;0.0560674;-2.38304
46.9397;239.049;-0.772903;0.0316636;0.0507812;-2.28025
55.396;239.049;-0.821019;0.0311529;0.0469735;-2.15385
63.8522;239.049;-0.891244;0.0305491;0.038594;-1.99344
72.3085;239.049;-0.86046;0.0311643;0.0237007;-1.76023
80.7648;239.049;-0.923492;0.0298621;0.018635;-1.51587
89.2211;239.049;-0.930498;0.0264871;0.0170963;-1.28009
97.6774;239.049;-0.840854;0.0213422;0.0118042;-1.05344
106.134;239.049;-0.59755;0.0159669;0.00484625;-0.801917
-113.73;230.593;5.98204;0.0107794;-7.21142e-05;-0.155788
-105.274;230.593;8.00416;0.0057776;0.00520406;-0.26979
-96.8173;230.593;6.54036;-0.00118947;0.0147623;-0.484953
-88.361;230.593;4.50416;-0.00595793;0.0212018;-0.776619
-79.9047;230.593;3.92923;-0.00920387;0.0238617;-1.04553
-71.4484;230.593;2.45957;-0.00968917;0.0292388;-1.43215
-62.9921;230.593;-0.141549;-0.00393701;0.037471;-1.87291
-54.5358;230.593;-0.4683;0.00473073;0.0465536;-2.15349
-46.0795;230.593;-0.69026;0.00817836;0.0633742;-2.36636
-37.6233;230.593;-0.704206;0.00678993;0.0719957;-2.61982
-29.167;230.593;-0.72503;0.00814408;0.0792861;-2.833
-20.7107;230.593;-0.867521;0.00565856;0.0881404;-2.90515
-12.2544;230.593;-1.05273;0.00779492;0.0887538;-2.90812
-3.79809;230.593;-1.11622;0.0147043;0.0785379;-2.94962
4.6582;230.593;-1.08464;0.022161;0.0790836;-3.06225
13.1145;230.593;-1.01505;0.0269159;0.0874144;-3.17595
21.5708;230.593;-0.947102;0.0308521;0.0938794;-3.25022
30.0271;230.593;-0.877324;0.0336212;0.09465;-3.26381
38.4834;230.593;-0.813827;0.0356966;0.0886011;-3.22468
46.9397;230.593;-0.781134;0.03776;0.0797825;-3.14842
55.396;230.593;-0.781425;0.0397156;0.0709822;-3.02902
63.8522;230.593;-0.817853;0.0410227;0.0605131;-2.85811
72.3085;230.593;-0.903767;0.043062;0.0523387;-2.63004
80.7648;230.593;-0.955569;0.0435476;0.0501104;-2.37977
89.2211;230.593;-0.978723;0.0412229;0.0453525;-2.11322
97.6774;230.593;-0.935818;0.0357777;0.0335795;-1.82419
106.134;230.593;-0.888504;0.0296853;0.0196661;-1.51153
114.59;230.593;-0.721154;0.0283197;0.0144016;-1.18597
-113.73;222.137;1.68528;0.013566;-0.00396751;-0.619954
-105.274;222.137;4.23575;0.00100895;0.00395879;-0.860296
-96.8173;222.137;2.10191;-0.00812895;0.0201453;-1.26893
-88.361;222.137;0.466827;-0.0104882;0.0307658;-1.67404
-79.9047;222.137;0.239625;-0.0166241;0.0430803;-2.04814
-71.4484;222.137;0.0560671;-0.0230764;0.0552917;-2.44833
-62.9921;222.137;-0.445392;-0.0232115;0.0645132;-2.84017
-54.5358;222.137;-0.43084;-0.013115;0.0710236;-3.0989
-46.0795;222.137;-0.628638;-0.00498255;0.0846494;-3.28171
-37.6233;222.137;-0.673621;-0.000359885;0.0902148;-3.50844
-29.167;222.137;-0.740912;0.00702068;0.0967969;-3.69012
-20.7107;222.137;-0.957732;0.00715102;0.109764;-3.69826
-12.2544;222.137;-1.29406;0.0123441;0.116755;-3.62182
-3.79809;222.137;-1.35116;0.0176969;0.109017;-3.65285
4.6582;222.137;-1.2472;0.02601;0.103378;-3.80804
13.1145;222.137;-1.11194;0.0307328;0.108116;-3.9618
21.5708;222.137;-0.996373;0.0342576;0.115555;-4.07306
30.0271;222.137;-0.877105;0.0364124;0.118699;-4.13031
38.4834;222.137;-0.804448;0.0407858;0.112534;-4.106
46.9397;222.137;-0.765915;0.0445389;0.101812;-4.02546
55.396;222.137;-0.764072;0.0479701;0.0896139;-3.90101
63.8522;222.137;-0.796537;0.050696;0.0817518;-3.7328
72.3085;222.137;-0.852908;0.0539035;0.0777077;-3.51115
80.7648;222.137;-0.893551;0.0553177;0.0756164;-3.26228
89.2211;222.137;-0.90816;0.0545532;0.0693685;-2.98683
97.6774;222.137;-0.91062;0.0506094;0.0572139;-2.68322
106.134;222.137;-0.943081;0.0436633;0.0422701;-2.34889
114.59;222.137;-0.828419;0.0385376;0.0329051;-2.00174
-130.642;213.681;0.103519;0.0227639;-0.0133379;-0.444911
-122.186;213.681;-0.0004306;0.0231737;-0.0144834;-0.805663
-113.73;213.681;-0.0264453;0.00790914;-0.00952486;-1.2355
-105.274;213.681;-0.573801;-0.00483304;0.00841328;-1.70747
-96.8173;213.681;-0.451659;-0.0167021;0.0254646;-2.15625
-88.361;213.681;-0.315404;-0.0216521;0.0383564;-2.58144
-79.9047;213.681;-0.354355;-0.0304002;0.0554788;-2.99385
-71.4484;213.681;-0.366745;-0.0374425;0.0725176;-3.39786
-62.9921;213.681;-0.321445;-0.0344562;0.0855082;-3.74387
-54.5358;213.681;-0.527912;-0.0187534;0.0925698;-3.97091
-46.0795;213.681;-0.750862;-0.00788869;0.105153;-4.11979
-37.6233;213.681;-0.777242;-0.00196644;0.108824;-4.33282
-29.167;213.681;-0.780044;0.0055454;0.111041;-4.54151
-20.7107;213.681;-0.87457;0.00886198;0.118344;-4.6462
-12.2544;213.681;-1.03053;0.0133175;0.12402;-4.68424
-3.79809;213.681;-1.00824;0.0175903;0.117802;-4.76705
4.6582;213.681;-0.905457;0.0259621;0.111162;-4.91824
13.1145;213.681;-0.807849;0.0304178;0.115619;-5.03901
21.5708;213.681;-0.74352;0.0330039;0.121023;-5.10376
