x[mm];y[mm];z[mm];x-displacement[mm];y-displacement[mm];z-displacement[mm]
-20.7107;247.506;-0.512943;0.0166476;0.0110591;-1.07885
-12.2544;247.506;-0.471976;0.0178784;0.0134997;-1.21055
-3.79809;247.506;-0.548236;0.0151024;0.0124919;-1.26975
4.6582;247.506;-0.62037;0.0102259;0.0140817;-1.3089
13.1145;247.506;-0.650736;0.0104744;0.0147912;-1.34502
21.5708;247.506;-0.628395;0.0134614;0.0117956;-1.3522
30.0271;247.506;-0.60592;0.0160099;0.00562834;-1.29335
38.4834;247.506;-0.651893;0.0168942;0.0015039;-1.19417
46.9397;247.506;-0.732489;0.0165979;-0.000332028;-1.08815
72.3085;247.506;-0.749382;0.014931;0.00289755;-0.723867
80.7648;247.506;-0.808256;0.0139812;0.00336526;-0.571889
89.2211;247.506;-0.754068;0.0120579;0.00418612;-0.440744
97.6774;247.506;-0.313663;0.0102118;0.00215825;-0.323124
106.134;247.506;0.36894;0.00979591;-0.0034488;-0.181601
-88.361;239.049;8.57933;0.0022602;0.00365464;-0.126946
-79.9047;239.049;8.50108;-0.000670624;0.00619569;-0.25989
-62.9921;239.049;2.60738;0.00538161;0.0111828;-0.746557
-54.5358;239.049;-0.17587;0.00709437;0.0210266;-1.00106
-46.0795;239.049;-0.541755;0.00639663;0.0297938;-1.17431
-37.6233;239.049;-0.635314;0.00532754;0.0327602;-1.36745
-29.167;239.049;-0.673576;0.0043076;0.0350256;-1.55277
-20.7107;239.049;-0.664832;0.00645668;0.038744;-1.70686
-12.2544;239.049;-0.632836;0.0142422;0.0334157;-1.83318
-3.79809;239.049;-0.554336;0.0144755;0.0266407;-1.91575
4.6582;239.049;-0.633956;0.0149856;0.0294759;-1.9654
13.1145;239.049;-0.725931;0.015356;0.033987;-1.98544
21.5708;239.049;-0.758646;0.0176176;0.0335502;-1.97833
30.0271;239.049;-0.758194;0.0200276;0.0300194;-1.92419
38.4834;239.049;-0.758865;0.0204571;0.028428;-1.85331
46.9397;239.049;-0.772903;0.0208967;0.0256339;-1.77289
55.396;239.049;-0.821019;0.0197263;0.024098;-1.67427
63.8522;239.049;-0.891244;0.0198701;0.0212216;-1.55553
72.3085;239.049;-0.86046;0.0215371;0.0133748;-1.37684
80.7648;239.049;-0.923492;0.0213612;0.0115122;-1.18822
89.2211;239.049;-0.930498;0.0191991;0.0112839;-1.00308
97.6774;239.049;-0.840854;0.0153618;0.00761627;-0.821055
106.134;239.049;-0.59755;0.0111423;0.00158398;-0.617611
-113.73;230.593;5.98204;0.00968454;-0.00361361;-0.106104
-105.274;230.593;8.00416;0.00526948;-1.69071e-06;-0.192749
-96.8173;230.593;6.54036;0.00104625;0.00636253;-0.354231
-88.361;230.593;4.50416;-0.00270194;0.0132221;-0.586514
-79.9047;230.593;3.92923;-0.00754146;0.0185589;-0.808681
-71.4484;230.593;2.45957;-0.00864212;0.0244561;-1.12287
-62.9921;230.593;-0.141549;-0.00267907;0.0274491;-1.46289
-54.5358;230.593;-0.4683;0.00599844;0.0279684;-1.66917
-46.0795;230.593;-0.69026;0.00605913;0.0401126;-1.84103
